Time,Time Reference,fc1HighImuValuesAccelX.value,fc1HighImuValuesAccelY.distinct,fc1HighImuValuesAccelZ.distinct,fc1LowImuValuesAccelX.distinct,fc1LowImuValuesAccelY.distinct,fc1LowImuValuesAccelZ.distinct
1.76514E+12,6.158,-1.613361001,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.19,-1.613361001,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.219,undefined,0.063360989,-0.560996532,-1.26099205,0.125903994,-0.214719996
1.76514E+12,6.225,-1.556692719,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.256,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.293,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.319,undefined,-0.219980478,-0.121328712,-1.167296052,-0.011712,-0.340624005
1.76514E+12,6.324,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.358,-1.500024438,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.402,-1.443356156,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.419,undefined,-0.333317041,-0.170180798,-1.18095994,-0.002928,-0.074176006
1.76514E+12,6.422,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.476,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.511,-1.500024438,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.519,undefined,-0.04997557,-0.560996532,-1.139968038,-0.069295995,-0.264495999
1.76514E+12,6.531,-1.613361001,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.551,-1.443356156,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.571,-1.500024438,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.598,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.619,undefined,-0.106643848,-0.609848499,-1.114592075,0.014640001,-0.302560002
1.76514E+12,6.628,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.677,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.697,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.719,undefined,-0.333317041,0.025227189,-1.087264061,-0.046847999,-0.240096003
1.76514E+12,6.729,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.749,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.769,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.81,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.819,undefined,-0.163312137,0.074079156,-1.055055976,-0.030256001,-0.194224
1.76514E+12,6.83,-1.216682911,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.863,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.883,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.903,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.919,undefined,-0.163312137,-0.219032764,-1.025776029,-0.106384002,-0.224480003
1.76514E+12,6.943,-1.103346348,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.963,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,6.983,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.003,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.019,undefined,-0.106643848,0.122931123,-1.041391969,0,-0.28987202
1.76514E+12,7.031,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.084,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.108,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.119,undefined,-0.27664876,-0.170180798,-1.029680014,0.029280001,-0.124928005
1.76514E+12,7.139,-1.160014629,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.175,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.207,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.219,undefined,-0.163312137,-0.170180798,-0.980880022,-0.118096001,-0.197152004
1.76514E+12,7.239,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.273,-1.273351192,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.308,-1.386687875,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.319,undefined,-0.04997557,-0.121328712,-0.937936008,0.044895999,-0.017568002
1.76514E+12,7.339,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.396,-1.103346348,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.416,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.419,undefined,-0.04997557,-0.023624778,-0.931104004,-0.084912002,-0.001952
1.76514E+12,7.454,-1.330019474,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.486,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.518,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.519,undefined,-0.163312137,-0.219032764,-0.880351961,0.014640001,0.020496
1.76514E+12,7.553,-1.103346348,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.586,-1.216682911,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.618,-1.160014629,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.619,undefined,-0.219980478,-0.023624778,-0.891088009,-0.078079998,-0.088816002
1.76514E+12,7.655,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.703,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.719,undefined,-0.27664876,-0.072476745,-0.890111983,-0.069295995,-0.066368006
1.76514E+12,7.724,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.759,-1.160014629,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.792,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.819,undefined,0.00669271,0.025227189,-0.851072013,0.099552006,-0.121024005
1.76514E+12,7.827,-1.216682911,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.862,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.894,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.919,undefined,0.063360989,-0.219032764,-0.857904017,0.102480002,-0.062464003
1.76514E+12,7.928,-1.103346348,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.963,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,7.992,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.019,undefined,-0.27664876,0.025227189,-0.811056018,-0.096624002,-0.011712
1.76514E+12,8.024,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.06,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.093,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.119,undefined,0.00669271,-0.072476745,-0.813984036,-0.00976,-0.061487999
1.76514E+12,8.127,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.159,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.195,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.219,undefined,0.00669271,-0.170180798,-0.791536033,-0.053679999,-0.163967997
1.76514E+12,8.226,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.281,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.301,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.319,undefined,-0.333317041,-0.072476745,-0.779824018,-0.029280001,-0.112240002
1.76514E+12,8.334,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.367,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.402,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.419,undefined,-0.106643848,-0.121328712,-0.735903978,0.045872003,-0.110288002
1.76514E+12,8.434,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.465,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.5,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.519,undefined,0.063360989,-0.267884731,-0.719312012,0.029280001,-0.216672003
1.76514E+12,8.535,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.566,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.599,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.619,undefined,-0.333317041,-0.072476745,-0.71735996,0.017568002,-0.175680012
1.76514E+12,8.634,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.668,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.701,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.719,undefined,-0.04997557,0.074079156,-0.727119982,-0.067344002,-0.033184003
1.76514E+12,8.733,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.766,-1.046678066,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.803,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.819,undefined,-0.163312137,-0.170180798,-0.679296017,0.00488,-0.081983998
1.76514E+12,8.834,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.866,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.917,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.919,undefined,-0.106643848,0.122931123,-0.674416006,-0.052704003,-0.185440004
1.76514E+12,8.937,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,8.969,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.004,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.019,undefined,0.00669271,-0.121328712,-0.678319991,0.075152002,-0.026352001
1.76514E+12,9.035,-0.990009725,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.088,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.112,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.119,undefined,-0.27664876,-0.267884731,-0.62659198,-0.117120005,-0.050751999
1.76514E+12,9.146,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.18,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.211,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.219,undefined,-0.04997557,-0.170180798,-0.628544033,-0.086864002,-0.111263998
1.76514E+12,9.243,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.279,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.312,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.319,undefined,-0.219980478,-0.023624778,-0.63440001,-0.023424,-0.017568002
1.76514E+12,9.344,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.379,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.412,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.419,undefined,-0.04997557,-0.316736698,-0.589504004,0.01952,-0.182512015
1.76514E+12,9.444,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.48,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.513,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.519,undefined,-0.219980478,0.074079156,-0.593408048,-0.050751999,0.037088003
1.76514E+12,9.544,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.579,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.612,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.619,undefined,0.063360989,-0.121328712,-0.575840056,0.038063999,-0.094672002
1.76514E+12,9.644,-0.876673162,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.682,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.713,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.719,undefined,-0.04997557,-0.170180798,-0.560223997,-0.052704003,-0.071248002
1.76514E+12,9.743,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.781,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.811,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.819,undefined,-0.04997557,-0.023624778,-0.569984019,0.0244,-0.085887998
1.76514E+12,9.845,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.879,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.919,undefined,-0.27664876,-0.121328712,-0.561200023,-0.008784001,-0.097599998
1.76514E+12,9.933,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.953,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,9.99,-0.649999976,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.017,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.019,undefined,-0.27664876,0.074079156,-0.522160053,-0.016592002,0.023424
1.76514E+12,10.054,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.089,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.119,undefined,-0.04997557,-0.219032764,-0.528015971,-0.00488,0.012688
1.76514E+12,10.12,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.154,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.19,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.219,undefined,-0.106643848,-0.023624778,-0.506543994,0.00488,-0.117120005
1.76514E+12,10.222,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.254,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.289,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.318,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.319,undefined,-0.04997557,-0.121328712,-0.491903991,-0.036111999,0.00488
1.76514E+12,10.353,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.387,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.419,undefined,-0.163312137,-0.121328712,-0.472384006,-0.001952,-0.003904
1.76514E+12,10.469,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.49,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.51,-0.649999976,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.519,undefined,-0.333317041,-0.316736698,-0.466528028,-0.070272006,0.061487999
1.76514E+12,10.531,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.555,-0.933341444,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.587,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.618,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.619,undefined,-0.27664876,-0.170180798,-0.453839988,-0.056608003,0.066368006
1.76514E+12,10.669,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.689,-0.763336539,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.709,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.719,undefined,-0.163312137,-0.072476745,-0.44798401,-0.015616001,-0.039039999
1.76514E+12,10.729,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.754,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.787,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.818,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.819,undefined,-0.163312137,-0.121328712,-0.451887995,0.069295995,-0.098576002
1.76514E+12,10.866,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.887,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.919,undefined,-0.219980478,-0.170180798,-0.435295999,-0.026352001,-0.062464003
1.76514E+12,10.92,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.94,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,10.96,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.019,undefined,-0.333317041,-0.072476745,-0.426512003,0.0244,-0.114192002
1.76514E+12,11.02,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.04,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.06,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.107,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.119,undefined,-0.219980478,0.025227189,-0.420655996,0.076127999,-0.006832
1.76514E+12,11.127,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.158,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.195,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.219,undefined,-0.106643848,-0.023624778,-0.404064,0.043920003,-0.023424
1.76514E+12,11.227,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.26,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.295,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.319,undefined,-0.27664876,-0.121328712,-0.397231996,0.000976,-0.108336002
1.76514E+12,11.328,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.361,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.392,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.419,undefined,-0.27664876,0.122931123,-0.408944011,-0.057583999,-0.016592002
1.76514E+12,11.428,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.458,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.477,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.519,undefined,-0.27664876,-0.170180798,-0.388448,0.013664001,-0.0244
1.76514E+12,11.529,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.55,-0.820004821,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.582,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.614,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.619,undefined,0.063360989,-0.121328712,-0.374783993,-0.005856,-0.000976
1.76514E+12,11.649,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.681,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.717,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.719,undefined,-0.04997557,0.074079156,-0.360144019,0.021472,-0.020496
1.76514E+12,11.751,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.784,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.819,undefined,-0.106643848,-0.121328712,-0.365999997,0.023424,-0.068319999
1.76514E+12,11.824,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.858,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.879,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.913,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.919,undefined,-0.04997557,-0.170180798,-0.342575997,0.007808,-0.008784001
1.76514E+12,11.951,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,11.979,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.015,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.019,undefined,-0.163312137,-0.170180798,-0.340624005,-0.00488,0.025376
1.76514E+12,12.047,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.085,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.117,-0.593331695,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.119,undefined,-0.04997557,-0.072476745,-0.337696016,0.037088003,-0.005856
1.76514E+12,12.149,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.169,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.189,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.219,undefined,-0.163312137,-0.072476745,-0.329887986,0.038063999,0.016592002
1.76514E+12,12.235,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.255,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.29,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.319,undefined,-0.106643848,-0.023624778,-0.32110399,0.027328001,-0.064415999
1.76514E+12,12.32,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.357,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.389,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.419,undefined,-0.106643848,-0.121328712,-0.312319994,0.030256001,-0.000976
1.76514E+12,12.422,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.476,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.496,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.519,undefined,-0.219980478,-0.121328712,-0.296704024,0.000976,-0.075152002
1.76514E+12,12.531,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.561,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.597,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.619,undefined,-0.04997557,-0.072476745,-0.306463987,-0.011712,-0.011712
1.76514E+12,12.628,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.663,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.7,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.719,undefined,0.00669271,-0.170180798,-0.287920028,0.017568002,-0.025376
1.76514E+12,12.73,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.763,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.796,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.819,undefined,-0.106643848,-0.121328712,-0.28987202,-0.008784001,-0.072223999
1.76514E+12,12.83,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.861,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.912,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.919,undefined,-0.219980478,-0.170180798,-0.276208013,0.007808,-0.007808
1.76514E+12,12.932,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,12.986,-0.706668258,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.005,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.019,undefined,-0.106643848,0.025227189,-0.260592014,0.001952,-0.061487999
1.76514E+12,13.054,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.076,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.108,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.119,undefined,-0.106643848,-0.072476745,-0.258640021,0.021472,-0.006832
1.76514E+12,13.143,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.175,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.209,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.219,undefined,-0.27664876,0.122931123,-0.268399984,-0.003904,0.035136003
1.76514E+12,13.242,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.274,-0.196653634,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.308,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.319,undefined,-0.106643848,-0.072476745,-0.258640021,0.00488,-0.011712
1.76514E+12,13.34,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.373,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.408,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.419,undefined,-0.163312137,-0.219032764,-0.248879999,0.060512003,-0.011712
1.76514E+12,13.441,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.493,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.513,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.519,undefined,-0.219980478,-0.267884731,-0.243024006,0.007808,0.002928
1.76514E+12,13.565,-0.536663413,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.585,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.615,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.619,undefined,-0.163312137,-0.170180798,-0.230335996,0.025376,-0.016592002
1.76514E+12,13.648,-0.196653634,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.683,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.714,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.719,undefined,-0.219980478,-0.072476745,-0.219600007,-0.011712,0.011712
1.76514E+12,13.747,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.783,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.813,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.819,undefined,0.00669271,-0.023624778,-0.216672003,0.041968003,0.032207999
1.76514E+12,13.833,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.862,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.882,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.915,-0.253321916,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.919,undefined,-0.106643848,-0.121328712,-0.221551999,0.01952,-0.032207999
1.76514E+12,13.965,-0.196653634,undefined,undefined,undefined,undefined,undefined
1.76514E+12,13.985,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.019,undefined,-0.163312137,-0.267884731,-0.211792007,0.017568002,0
1.76514E+12,14.029,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.053,-0.42332679,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.087,-0.253321916,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.119,-0.253321916,-0.106643848,-0.121328712,-0.200080007,0.038063999,0.001952
1.76514E+12,14.139,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.159,-0.309990227,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.2,-0.479995102,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.219,undefined,-0.106643848,-0.072476745,-0.196175992,-0.00488,0.030256001
1.76514E+12,14.22,-0.253321916,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.24,-0.139985323,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.261,-0.253321916,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.287,-0.366658509,undefined,undefined,undefined,undefined,undefined
1.76514E+12,14.319,undefined,-0.219980478,-0.072476745,-0.199104011,-0.000976,-0.017568002
