time.v,acceleration,time.l,lat. X accel.,lat. Y accel.,time.g,Gyro X,Gyro Y,Gyro Z
33.592,1.04297,33.592,-0.015625,-0.015625,33.593,0.14,-0.14,0
33.691,1.04297,33.692,-0.015625,-0.015625,33.693,0.14,0,-0.07
33.792,1.03906,33.793,-0.0195312,-0.015625,33.793,0.21,-0.14,0
33.892,1.03125,33.893,-0.015625,-0.0195312,33.893,0.07,-0.14,-0.07
33.995,1.04297,33.995,-0.015625,-0.015625,33.996,0,-0.14,0
34.091,1.03906,34.094,-0.015625,-0.0117188,34.094,0,-0.14,0
34.191,1.03125,34.194,-0.015625,-0.015625,34.194,0.07,-0.07,0
34.291,1.04297,34.292,-0.015625,-0.0117188,34.293,0.07,-0.21,0
34.391,1.03516,34.392,-0.015625,-0.015625,34.394,0.14,-0.07,0
34.494,1.03906,34.494,-0.015625,-0.0195312,34.494,0.07,-0.07,0
34.591,1.04688,34.593,-0.015625,-0.015625,34.594,0,-0.07,0
34.692,1.05078,34.693,-0.015625,-0.015625,34.693,0.07,-0.07,-0.07
34.792,1.04688,34.793,-0.015625,-0.015625,34.793,0.07,-0.14,0.07
34.893,1.03125,34.894,-0.015625,-0.0195312,34.894,0,-0.14,0
34.997,1.04297,34.998,-0.015625,-0.015625,34.998,0.07,-0.14,0
35.093,1.04688,35.093,-0.015625,-0.015625,35.094,0.07,-0.14,0
35.194,1.02734,35.195,-0.015625,-0.015625,35.195,0.07,-0.14,-0.07
35.293,1.03125,35.294,-0.015625,-0.0195312,35.294,0.07,-0.07,-0.07
35.394,1.04297,35.395,-0.015625,-0.015625,35.395,0.07,-0.07,0
35.495,1.03906,35.495,-0.015625,-0.0117188,35.496,0,-0.21,-0.07
35.594,1.05469,35.594,-0.015625,-0.0117188,35.594,0.07,-0.07,0
35.693,1.03516,35.693,-0.015625,-0.015625,35.694,0.07,-0.14,0
35.794,1.04297,35.794,-0.0195312,-0.015625,35.794,0.07,-0.14,0
35.892,1.04688,35.893,-0.015625,-0.0117188,35.893,0.07,-0.14,-0.07
35.994,1.03906,35.994,-0.015625,-0.015625,35.994,0.14,-0.21,0
36.093,1.04297,36.094,-0.015625,-0.015625,36.094,0,-0.14,0
36.194,1.04688,36.194,-0.015625,-0.015625,36.194,0,-0.21,0
36.294,1.04688,36.294,-0.015625,-0.015625,36.294,0.14,-0.21,-0.07
36.394,1.03906,36.394,-0.015625,-0.015625,36.394,0.07,-0.07,0
36.493,1.04688,36.493,-0.015625,-0.015625,36.493,0.14,-0.07,-0.07
36.5919,1.04688,36.5929,-0.015625,-0.015625,36.5929,0,-0.14,0
36.6959,1.04297,36.6959,-0.015625,-0.015625,36.6929,0,-0.07,0
36.7929,1.03906,36.7939,-0.015625,-0.015625,36.7939,0.07,-0.14,0
36.8929,1.03516,36.8939,-0.015625,-0.015625,36.8939,0.14,-0.14,0
36.9929,1.03906,36.9929,-0.015625,-0.015625,36.9929,0.07,-0.14,0
37.0929,1.04688,37.0939,-0.015625,-0.0117188,37.0939,0.14,-0.14,0
37.1929,1.05859,37.1939,-0.015625,-0.0117188,37.1939,0,-0.14,0
37.2949,1.04688,37.2949,-0.015625,-0.015625,37.2959,0.07,-0.07,0
37.3939,1.03906,37.3939,-0.015625,-0.015625,37.3949,0.07,-0.21,0
37.4949,1.03125,37.4919,-0.015625,-0.0117188,37.4969,0.07,-0.21,0
37.5919,1.05078,37.5929,-0.0117188,-0.015625,37.5939,0,-0.14,0
37.6929,1.04297,37.6929,-0.015625,-0.015625,37.6939,0.14,-0.14,0
37.7919,1.03906,37.7919,-0.015625,-0.015625,37.7929,0.21,-0.07,0.07
37.8939,1.03516,37.8939,-0.015625,-0.015625,37.8939,0,-0.07,-0.07
37.9909,1.03516,37.9919,-0.015625,-0.015625,37.9949,0.07,-0.14,0
38.0939,1.03906,38.0939,-0.015625,-0.015625,38.0939,0.07,-0.07,-0.07
38.1939,1.03516,38.1949,-0.015625,-0.015625,38.1949,0.14,-0.21,0
38.2939,1.05469,38.2939,-0.015625,-0.015625,38.2939,0.07,-0.14,0
38.3919,1.03516,38.3929,-0.015625,-0.015625,38.3929,0.07,-0.14,0
38.4939,1.03906,38.4939,-0.015625,-0.015625,38.4939,0,-0.07,-0.07
38.5949,1.04297,38.5949,-0.015625,-0.0117188,38.5959,0,-0.07,-0.07
38.6929,1.04688,38.6929,-0.015625,-0.015625,38.6939,0.14,-0.14,0
38.7929,1.03516,38.7939,-0.015625,-0.015625,38.7939,0.14,-0.07,-0.07
38.8949,1.04297,38.8949,-0.0195312,-0.015625,38.8949,0,-0.21,-0.07
38.9939,1.03125,38.9939,-0.015625,-0.015625,38.9949,0.07,-0.07,0
39.0939,1.04688,39.0949,-0.015625,-0.015625,39.0949,0,-0.07,-0.07
39.1929,1.04297,39.1939,-0.015625,-0.015625,39.1939,0.07,-0.21,0
39.2929,1.04297,39.2939,-0.015625,-0.0117188,39.2949,0.14,-0.14,0
39.3939,1.04297,39.3949,-0.015625,-0.015625,39.3959,0.14,-0.14,0
39.4939,1.03906,39.4939,-0.0117188,-0.0195312,39.4939,0.07,-0.21,-0.14
39.5919,1.04297,39.5929,-0.015625,-0.015625,39.5929,0.07,-0.14,-0.07
39.6929,1.03516,39.6929,-0.015625,-0.015625,39.6929,0.07,-0.14,0
39.7939,1.04688,39.7949,-0.015625,-0.015625,39.7959,0.07,-0.14,0
39.8919,1.03516,39.8929,-0.015625,-0.0117188,39.8939,0,-0.14,0
39.9939,1.04297,39.9939,-0.015625,-0.015625,39.9949,0,-0.07,0
40.0919,1.03906,40.0929,-0.015625,-0.015625,40.0939,0.07,-0.14,-0.07
40.1929,1.04688,40.1929,-0.015625,-0.015625,40.1939,0.07,-0.14,0
40.2949,1.03906,40.2949,-0.0195312,-0.015625,40.2929,0.14,-0.21,0
40.3939,1.04688,40.3949,-0.015625,-0.015625,40.3959,0.14,-0.14,-0.07
40.4919,1.05469,40.4929,-0.015625,-0.015625,40.4929,0.21,-0.07,-0.07
40.5939,1.04688,40.5939,-0.015625,-0.015625,40.5939,0.07,-0.21,0
40.6939,1.03125,40.6939,-0.015625,-0.015625,40.6939,0.14,-0.07,0
40.7909,1.05078,40.7919,-0.015625,-0.0195312,40.7929,0.07,-0.14,-0.14
40.8929,1.03125,40.8939,-0.015625,-0.015625,40.8939,0.07,-0.07,0
40.9939,1.04688,40.9949,-0.0117188,-0.015625,40.9949,0.07,-0.14,-0.07
41.0909,1.03125,41.0919,-0.015625,-0.015625,41.0929,0.21,-0.07,-0.07
41.1949,1.03516,41.1959,-0.015625,-0.015625,41.1979,0.07,-0.14,0
41.2939,1.04297,41.2939,-0.015625,-0.015625,41.2939,0.14,-0.14,0
41.3949,1.03906,41.4019,-0.015625,-0.015625,41.4029,0.21,-0.14,0
41.4939,1.03906,41.4939,-0.0195312,-0.0195312,41.4939,0.14,-0.07,0
41.5929,1.04688,41.5929,-0.015625,-0.015625,41.5929,0.14,-0.21,0
41.6949,1.04297,41.6919,-0.015625,-0.015625,41.6969,0.14,-0.14,0
41.7929,1.03516,41.7939,-0.015625,-0.015625,41.7939,0,-0.07,-0.07
41.8939,1.03906,41.8939,-0.015625,-0.015625,41.8939,0,-0.14,0
41.9939,1.04688,41.9939,-0.015625,-0.0195312,41.9939,0,0,-0.07
42.0939,1.03125,42.0939,-0.015625,-0.0117188,42.0939,0,-0.14,0
42.1939,1.04297,42.1939,-0.015625,-0.0195312,42.1939,0.14,-0.21,-0.07
42.2949,1.03906,42.2949,-0.015625,-0.0117188,42.2959,0,-0.21,0.07
42.3929,1.04297,42.3929,-0.015625,-0.015625,42.3939,0,-0.14,0
42.4919,1.04688,42.4919,-0.015625,-0.015625,42.4929,0.14,-0.28,0
42.5939,1.05078,42.5939,-0.015625,-0.015625,42.5939,0.07,-0.14,0
42.6929,1.05078,42.6939,-0.015625,-0.015625,42.6939,0.21,-0.07,0
42.7939,1.04297,42.7949,-0.015625,-0.015625,42.7959,0,-0.14,0
42.8939,1.04688,42.8939,-0.015625,-0.015625,42.8939,0.14,-0.14,0
42.9919,1.03125,42.9919,-0.015625,-0.0117188,42.9929,0.07,-0.21,-0.07
43.0939,1.04688,43.0939,-0.015625,-0.015625,43.0949,0.07,-0.07,-0.07
43.1929,1.03125,43.1939,-0.015625,-0.015625,43.1939,0.07,-0.14,-0.07
43.2938,1.04297,43.2948,-0.015625,-0.015625,43.2948,0.14,-0.07,0
43.3938,1.04297,43.3938,-0.015625,-0.015625,43.3948,0.07,-0.21,0
43.4928,1.03516,43.4938,-0.015625,-0.015625,43.4938,0,-0.14,-0.07
43.5938,1.03906,43.5938,-0.015625,-0.0117188,43.5948,0.07,-0.21,0
43.6928,1.03906,43.6938,-0.015625,-0.015625,43.6938,0.14,-0.07,0
43.7928,1.03125,43.7938,-0.015625,-0.015625,43.7938,0,-0.14,0
43.8938,1.03906,43.8938,-0.015625,-0.015625,43.8948,0.07,-0.14,0
43.9938,1.04297,43.9948,-0.015625,-0.0195312,43.9958,0,0,0
44.0938,1.03125,44.0938,-0.015625,-0.015625,44.0948,0.07,-0.14,-0.07
44.1938,1.03125,44.1948,-0.015625,-0.0195312,44.1948,0.07,-0.14,0
44.2938,1.04297,44.2948,-0.015625,-0.015625,44.2948,0.07,-0.14,0
44.3948,1.04688,44.3958,-0.015625,-0.0117188,44.3958,0.07,-0.07,0
44.4948,1.04688,44.4948,-0.015625,-0.015625,44.4958,0.14,-0.14,0
44.5938,1.03125,44.5948,-0.015625,-0.015625,44.5958,0.07,-0.07,0
44.6928,1.04688,44.6928,-0.015625,-0.015625,44.6928,0.14,-0.07,0
44.7938,1.04297,44.7948,-0.015625,-0.015625,44.7948,0.07,-0.14,-0.07
44.8938,1.04297,44.8938,-0.015625,-0.015625,44.8948,0.14,-0.14,0
44.9938,1.04297,44.9938,-0.015625,-0.015625,44.9948,0.14,-0.07,-0.07
45.0938,1.03906,45.0948,-0.015625,-0.0117188,45.0958,0,-0.07,0
45.1938,1.03906,45.1948,-0.015625,-0.015625,45.1948,0.21,-0.07,0
45.2928,1.04688,45.2938,-0.015625,-0.0195312,45.2938,0,-0.14,-0.07
45.3928,1.05078,45.3928,-0.015625,-0.015625,45.3938,0.14,-0.14,0
45.4978,1.04297,45.4988,-0.015625,-0.015625,45.4988,0.07,-0.35,0
45.5918,1.04297,45.5928,-0.015625,-0.015625,45.5928,0.07,-0.14,0
45.6948,1.04297,45.6958,-0.015625,-0.0117188,45.6928,0,-0.14,-0.07
45.7938,1.03125,45.7938,-0.015625,-0.0117188,45.7948,0.07,-0.21,-0.07
45.8938,1.03125,45.8938,-0.015625,-0.015625,45.8938,0.14,-0.14,0
45.9938,1.03516,45.9948,-0.015625,-0.0195312,45.9948,0.14,0,0
46.0938,1.04297,46.0938,-0.015625,-0.015625,46.0948,0.07,-0.14,-0.07
46.1948,1.05078,46.1948,-0.015625,-0.015625,46.1948,0.07,0,0
46.2928,1.04297,46.2938,-0.015625,-0.015625,46.2938,0.14,-0.14,0
46.3938,1.03906,46.3938,-0.0195312,-0.015625,46.3948,0.07,-0.14,0
46.4938,1.04297,46.4948,-0.015625,-0.0195312,46.4948,0,-0.21,0
46.5928,1.05469,46.5938,-0.015625,-0.015625,46.5938,0,-0.07,0
46.6908,1.04297,46.6958,-0.015625,-0.015625,46.6958,0,-0.07,0
46.7938,1.03906,46.7938,-0.015625,-0.015625,46.7948,0.07,-0.07,0
46.8948,1.03516,46.8948,-0.015625,-0.015625,46.8958,0.07,-0.14,0
46.9938,1.03516,46.9938,-0.015625,-0.015625,46.9938,0.14,-0.14,0
47.0948,1.04297,47.0948,-0.015625,-0.015625,47.0958,0,-0.07,0
47.1938,1.03906,47.1938,-0.015625,-0.0195312,47.1938,0.07,-0.14,0
47.2938,1.03125,47.2948,-0.015625,-0.0195312,47.2948,0.07,-0.14,-0.07
47.3918,1.04297,47.3928,-0.015625,-0.015625,47.3938,0.07,-0.14,0
47.4938,1.05078,47.4938,-0.015625,-0.015625,47.4938,0.07,-0.07,0
47.5918,1.04297,47.5928,-0.015625,-0.0195312,47.5938,0.14,-0.21,-0.07
47.6938,1.04688,47.6938,-0.015625,-0.015625,47.6938,0.14,-0.14,-0.07
47.7938,1.04688,47.7938,-0.015625,-0.015625,47.7948,0.07,-0.14,0.07
47.8938,1.03125,47.8938,-0.015625,-0.0117188,47.8938,0.07,-0.21,0
47.9908,1.03906,47.9968,-0.015625,-0.015625,47.9928,0.07,-0.14,0
48.0948,1.04688,48.0958,-0.015625,-0.015625,48.0958,0.07,-0.21,0
48.1908,1.03516,48.1948,-0.015625,-0.015625,48.1958,0,-0.07,0
48.2938,1.02734,48.2938,-0.015625,-0.015625,48.2948,0,-0.14,0
48.3918,1.04297,48.3918,-0.015625,-0.015625,48.3928,0.07,-0.14,0
48.4928,1.04297,48.4938,-0.015625,-0.015625,48.4938,0.21,-0.14,-0.07
48.5938,1.04688,48.5948,-0.015625,-0.015625,48.5958,0.14,-0.21,0
48.6958,1.03906,48.6928,-0.015625,-0.015625,48.6938,0.07,-0.07,-0.07
48.7928,1.04297,48.7928,-0.015625,-0.0117188,48.7928,0.07,-0.14,0
48.8968,1.04297,48.8978,-0.015625,-0.015625,48.8928,0.14,-0.14,0
48.9908,1.03906,48.9948,-0.015625,-0.015625,48.9948,0.14,-0.07,0
49.0948,1.03516,49.0948,-0.015625,-0.015625,49.0958,0,-0.14,0
49.1938,1.05859,49.1938,-0.015625,-0.015625,49.1948,0.07,-0.07,-0.07
49.2938,1.04297,49.2938,-0.015625,-0.0195312,49.2938,0.14,-0.07,-0.14
49.3928,1.04688,49.3928,-0.0195312,-0.015625,49.3938,0,-0.14,0
49.4938,1.03906,49.4938,-0.015625,-0.015625,49.4948,0.21,-0.07,-0.07
49.5908,1.04688,49.5948,-0.015625,-0.0195312,49.5948,0,-0.14,0
49.6938,1.05469,49.6938,-0.015625,-0.015625,49.6948,0.14,-0.21,0
49.7918,1.03516,49.7928,-0.015625,-0.015625,49.7928,0,-0.07,-0.07
49.8938,1.03516,49.8948,-0.015625,-0.015625,49.8948,0,0,-0.07
49.9918,1.04297,49.9928,-0.015625,-0.015625,49.9928,0.07,-0.07,0
50.0938,1.03516,50.0948,-0.015625,-0.015625,50.0948,0.14,-0.14,0
50.1938,1.04297,50.1938,-0.015625,-0.0195312,50.1948,0.14,-0.14,0
50.2938,1.04688,50.2938,-0.015625,-0.015625,50.2948,0,-0.14,0
50.3928,1.04297,50.3948,-0.0195312,-0.0117188,50.3958,0.14,-0.14,0
50.4928,1.04688,50.4938,-0.015625,-0.015625,50.4938,0.07,-0.21,0
50.5918,1.05078,50.5918,-0.015625,-0.015625,50.5958,0.07,-0.07,-0.07
50.6938,1.03906,50.6938,-0.015625,-0.015625,50.6948,0.07,-0.07,0
50.7928,1.04297,50.7928,-0.015625,-0.015625,50.7938,0.14,-0.07,0
50.8948,1.03906,50.8948,-0.015625,-0.015625,50.8958,0.07,-0.07,-0.07
50.9937,1.04297,50.9937,-0.015625,-0.0117188,50.9937,0.07,-0.14,-0.07
51.0907,1.05078,51.0947,-0.015625,-0.015625,51.0947,0.07,-0.14,0
51.1937,1.03516,51.1937,-0.015625,-0.0117188,51.1947,0.14,-0.14,0
51.2907,1.05078,51.3027,-0.015625,-0.015625,51.3037,0.07,-0.14,0
51.3927,1.05469,51.3937,-0.0117188,-0.0117188,51.3937,0.07,-0.07,0
51.4937,1.04688,51.4937,-0.015625,-0.015625,51.4947,0.07,-0.07,0
51.5947,1.04297,51.5957,-0.015625,-0.015625,51.5957,0.07,-0.07,0
51.6957,1.03906,51.6937,-0.015625,-0.0195312,51.6937,0,-0.14,-0.14
51.7947,1.03516,51.7947,-0.015625,-0.015625,51.7947,0.07,-0.21,0
51.8947,1.03906,51.8947,-0.015625,-0.015625,51.8967,0.21,-0.21,0
51.9947,1.04688,51.9947,-0.0117188,-0.015625,51.9957,0.14,-0.14,0
52.0947,1.05469,52.0947,-0.0195312,-0.015625,52.0947,0.14,-0.14,0.07
52.1957,1.04688,52.1957,-0.015625,-0.015625,52.1957,0,-0.07,0
52.2937,1.03516,52.2937,-0.015625,-0.015625,52.2947,0.14,-0.28,0
52.3947,1.04688,52.3957,-0.015625,-0.015625,52.3957,0.07,-0.14,0
52.4937,1.03516,52.4937,-0.015625,-0.0117188,52.4947,0.07,-0.14,0
52.5937,1.05469,52.5947,-0.015625,-0.0117188,52.5947,0.07,-0.21,0
52.6947,1.04688,52.6947,-0.015625,-0.015625,52.6957,0.07,-0.21,0
52.7967,1.03125,52.7967,-0.0117188,-0.015625,52.7977,0,-0.07,0
52.8937,1.04297,52.8947,-0.015625,-0.015625,52.8947,0,-0.14,-0.07
52.9947,1.04688,52.9957,-0.015625,-0.015625,52.9967,0.14,-0.14,-0.07
53.0947,1.04297,53.0947,-0.015625,-0.0195312,53.0957,0.07,-0.14,-0.07
53.1977,1.05859,53.1987,-0.015625,-0.015625,53.1947,0.07,-0.21,-0.14
53.2937,1.03516,53.2937,-0.015625,-0.015625,53.2947,0,-0.07,0
53.3937,1.04297,53.3937,-0.015625,-0.0195312,53.3947,0,-0.21,-0.14
53.4947,1.03906,53.4947,-0.015625,-0.0117188,53.4957,0.21,-0.14,0
53.5947,1.03906,53.5947,-0.015625,-0.0117188,53.5947,0.14,-0.14,0
53.6937,1.03125,53.6937,-0.0195312,-0.015625,53.6947,0.07,-0.14,0
53.7947,1.04688,53.7947,-0.015625,-0.015625,53.7957,0,-0.14,-0.07
53.8947,1.05078,53.8977,-0.015625,-0.015625,53.8987,0.07,-0.21,0
53.9917,1.04688,53.9917,-0.015625,-0.0195312,53.9937,0.14,-0.14,0
54.0907,1.04297,54.0937,-0.0195312,-0.015625,54.0937,0,-0.21,0
54.1907,1.04297,54.1927,-0.015625,-0.015625,54.1927,0,-0.07,0
54.2907,1.03906,54.2937,-0.015625,-0.015625,54.2937,0,-0.14,-0.07
54.3917,1.04688,54.3917,-0.015625,-0.015625,54.3927,0.07,-0.14,0
54.4917,1.04688,54.4917,-0.015625,-0.015625,54.4937,0.07,-0.07,0
54.5917,1.04297,54.5917,-0.015625,-0.015625,54.5927,0.14,-0.14,0
54.6917,1.04297,54.6917,-0.015625,-0.015625,54.6927,0.14,-0.14,0
54.7907,1.04688,54.7917,-0.015625,-0.0195312,54.7937,0,-0.07,0
54.8907,1.04297,54.8927,-0.015625,-0.015625,54.8937,0,-0.07,0
54.9907,1.04297,54.9927,-0.015625,-0.015625,54.9937,0,-0.21,0
55.0907,1.03125,55.0927,-0.015625,-0.015625,55.0937,0.07,-0.21,0
55.1907,1.04297,55.1927,-0.015625,-0.015625,55.1927,0,-0.21,0
55.2917,1.04688,55.2927,-0.015625,-0.015625,55.2927,0.14,-0.14,0
55.3917,1.04297,55.3927,-0.015625,-0.015625,55.3927,0.07,-0.14,0
55.4907,1.04688,55.4937,-0.015625,-0.015625,55.4937,0.14,-0.07,-0.07
55.5907,1.04688,55.5927,-0.015625,-0.015625,55.5937,0.07,-0.21,0
55.6907,1.04297,55.6937,-0.0117188,-0.015625,55.6937,0.07,-0.21,0
55.7917,1.04297,55.7917,-0.0117188,-0.0195312,55.7927,0.07,-0.14,0
55.8927,1.03125,55.8927,-0.015625,-0.015625,55.8937,0,-0.14,0
55.9927,1.04297,55.9927,-0.015625,-0.0117188,55.9927,0.07,-0.07,0
56.0907,1.04688,56.0937,-0.015625,-0.015625,56.0937,0,-0.21,0
56.1917,1.03125,56.1917,-0.015625,-0.015625,56.1937,0.07,-0.14,0
56.2917,1.04688,56.2927,-0.015625,-0.015625,56.2937,0.14,-0.21,0
56.3917,1.04688,56.3917,-0.015625,-0.015625,56.3927,0.07,-0.07,0
56.4917,1.04688,56.4927,-0.015625,-0.015625,56.4937,0,-0.14,0.7
56.5907,1.04688,56.5927,-0.0195312,-0.0078125,56.5927,0.14,-0.07,-0.42
56.6907,1.04688,56.6926,-0.0195312,-0.015625,56.6926,0,-0.14,0.35
56.7906,1.03516,56.7926,-0.0195312,-0.0195312,56.7936,0.07,-0.14,-0.35
56.8906,1.04688,56.8926,-0.0195312,-0.0195312,56.8936,0,-0.21,0
56.9906,1.04688,56.9916,-0.015625,-0.0078125,56.9926,0,-0.14,-0.35
57.0916,1.04688,57.0926,-0.0234375,-0.0195312,57.0926,0.07,-0.28,0.14
57.1916,1.04688,57.1926,-0.0195312,-0.0195312,57.1926,0.14,-0.07,-0.07
57.2916,1.04688,57.2916,-0.0234375,-0.0195312,57.2926,0,-0.14,0
57.3916,1.04688,57.3916,-0.03125,0.0390625,57.3926,0.14,-0.07,0.14
57.4916,1.04688,57.4916,-0.015625,-0.0273438,57.4926,0.42,-0.07,1.05
57.5916,1.03906,57.5926,-0.0117188,-0.046875,57.5926,0.07,-0.07,-0.28
57.6906,1.03906,57.6916,-0.015625,-0.0117188,57.6926,0,-0.14,-0.63
57.7906,1.05078,57.7936,-0.015625,0.015625,57.7936,0,-0.14,0
57.8936,1.04688,57.8936,-0.0273438,-0.046875,57.8936,0.14,0,-0.63
57.9916,1.04688,57.9916,-0.0273438,-0.0390625,57.9936,0,-0.21,0.91
58.0906,1.05078,58.0916,-0.0195312,-0.0078125,58.0936,0,-0.14,-0.91
58.1916,1.04297,58.1926,-0.0273438,0.0390625,58.1926,0.42,0,0.77
58.2926,1.04688,58.2936,-0.0234375,-0.0429688,58.2936,0.49,0.07,0.07
58.3916,1.03906,58.3916,-0.0078125,-0.0703125,58.3926,0.28,0,1.33
58.4906,1.03516,58.4916,-0.0195312,0.0078125,58.4926,-0.07,0,-0.63
58.5906,1.03125,58.5926,0,0.00390625,58.5926,0.07,-0.07,0.21
58.6916,1.04297,58.6916,-0.0234375,-0.0078125,58.6926,0.14,-0.07,0.49
58.7916,1.03516,58.7926,-0.00390625,-0.0429688,58.7926,0.14,-0.14,0
58.8906,1.03906,58.8936,-0.0195312,-0.0195312,58.8936,0,-0.21,-0.07
58.9906,1.05078,58.9916,-0.00390625,-0.0078125,58.9936,-0.07,-0.14,-0.14
59.0906,1.04688,59.0926,-0.0195312,-0.00390625,59.0926,0.21,-0.21,0
59.1916,1.03906,59.1926,-0.015625,-0.0351562,59.1926,0.07,-0.14,-0.21
59.2926,1.03125,59.2926,-0.0273438,-0.0078125,59.2936,0,-0.14,0.21
59.3906,1.04297,59.3926,-0.015625,-0.0078125,59.3936,0,-0.14,-0.14
59.4906,1.04297,59.4926,-0.0273438,0,59.4926,0.14,-0.28,0.21
59.5906,1.04688,59.5926,-0.0195312,-0.0273438,59.5926,0,-0.07,-0.07
59.6916,1.03125,59.6926,-0.0234375,-0.015625,59.6926,0,-0.14,0.21
59.7916,1.03516,59.7926,-0.0117188,-0.0117188,59.7926,0.14,-0.07,-0.49
59.8906,1.05078,59.8916,-0.0195312,-0.0117188,59.8936,0,-0.07,0.28
59.9906,1.04688,59.9916,-0.0078125,-0.0234375,59.9986,0.07,-0.07,0
60.0906,1.03906,60.0916,-0.0117188,-0.0195312,60.0936,0.14,-0.14,0.07
60.1906,1.04297,60.1916,-0.0078125,-0.015625,60.1926,0.07,-0.14,-0.07
60.2916,1.03906,60.2926,-0.0117188,-0.015625,60.2926,0.07,-0.14,0.35
60.3906,1.03516,60.3916,-0.0117188,-0.0195312,60.3936,0.14,-0.14,-0.14
60.4906,1.03125,60.4916,-0.015625,-0.015625,60.4936,0.14,-0.07,0
60.5916,1.04297,60.5926,-0.015625,-0.015625,60.5926,0.14,-0.21,-0.14
60.6906,1.03906,60.6916,-0.0117188,-0.0117188,60.6936,0.07,-0.21,0.07
60.7906,1.03516,60.7916,-0.015625,-0.0117188,60.7926,0.07,-0.14,-0.21
60.8906,1.03125,60.8926,-0.015625,-0.015625,60.8936,0,-0.14,0
60.9906,1.05469,60.9926,-0.015625,-0.015625,60.9936,0.14,-0.14,-0.14
61.0916,1.03516,61.0916,-0.015625,-0.015625,61.0936,0.14,-0.14,0
61.1916,1.03125,61.1916,-0.015625,-0.015625,61.1926,0,-0.14,0
61.2906,1.04297,61.2926,-0.015625,-0.015625,61.2936,0.07,0,0.07
61.3916,1.04297,61.3916,-0.0117188,-0.015625,61.3926,0.07,-0.07,-0.07
61.4906,1.04688,61.4916,-0.0117188,-0.015625,61.4936,0.07,-0.21,0.07
61.5906,1.04297,61.5916,-0.0117188,-0.015625,61.5936,0,0,-0.07
61.6916,1.04297,61.6916,-0.0117188,-0.0195312,61.6926,0.07,-0.14,0.07
61.7916,1.05078,61.7926,-0.0117188,-0.0117188,61.7926,0.07,-0.28,-0.07
61.8906,1.04297,61.8936,-0.0117188,-0.015625,61.8936,0.07,-0.14,0.07
61.9906,1.05078,61.9916,-0.0117188,-0.015625,61.9926,0.07,-0.14,0
62.0906,1.03906,62.0936,-0.015625,-0.015625,62.0936,0.07,-0.21,-0.07
62.1906,1.03906,62.1926,-0.015625,-0.015625,62.1936,0.07,-0.14,0
62.2906,1.03906,62.2916,-0.015625,-0.015625,62.2926,0.14,-0.21,-0.07
62.3906,1.04688,62.3916,-0.015625,-0.015625,62.3936,0.14,-0.14,-0.07
62.4916,1.04297,62.4926,-0.015625,-0.0117188,62.4926,0,-0.07,-0.14
62.5916,1.03516,62.5926,-0.015625,-0.0117188,62.5926,0,-0.14,-0.07
62.6906,1.04688,62.6936,-0.015625,-0.0195312,62.6936,0.07,-0.14,-0.07
62.7916,1.03906,62.7916,-0.015625,-0.015625,62.7926,0.14,-0.21,0.07
62.8906,1.04688,62.8936,-0.015625,-0.0078125,62.8936,0.14,-0.21,0
62.9906,1.04688,62.9916,-0.0117188,-0.015625,62.9936,0.07,-0.07,0
63.0906,1.04688,63.0916,-0.015625,-0.015625,63.0926,0.14,-0.14,-0.07
63.1906,1.03906,63.1926,-0.015625,-0.0195312,63.1926,0.07,-0.14,-0.21
63.2906,1.04297,63.2936,-0.0117188,-0.015625,63.2936,0.14,-0.14,-0.14
63.3916,1.03125,63.3926,-0.015625,-0.0195312,63.3926,0,-0.21,-0.07
63.4916,1.04297,63.4926,-0.0117188,-0.0195312,63.4926,0.21,-0.14,-0.14
63.5906,1.04297,63.5936,-0.0117188,-0.015625,63.5936,0.14,-0.14,-0.07
63.6906,1.05078,63.6916,-0.015625,-0.015625,63.6926,0.14,-0.21,0
63.7915,1.04688,63.7925,-0.015625,-0.0117188,63.7925,0.07,-0.07,0
63.8925,1.03906,63.8925,-0.0195312,-0.015625,63.8935,0,-0.14,-0.07
63.9915,1.04688,63.9915,-0.015625,-0.015625,63.9925,0.07,-0.14,-0.07
64.0915,1.03906,64.0915,-0.015625,-0.0195312,64.0925,0,-0.07,0.07
64.1905,1.03516,64.1915,-0.0195312,-0.0117188,64.1935,0.14,-0.14,-0.14
64.2905,1.03516,64.2935,-0.015625,-0.015625,64.2935,0,-0.14,-0.07
64.3905,1.04297,64.3925,-0.015625,-0.015625,64.3935,0.14,-0.21,0
64.4905,1.04297,64.4915,-0.015625,-0.015625,64.4925,0,-0.14,0
64.5915,1.02734,64.5915,-0.015625,-0.015625,64.5925,0.07,-0.14,0
64.6915,1.05859,64.6925,-0.015625,-0.0195312,64.6925,0,-0.14,-0.07
64.7905,1.04688,64.7925,-0.015625,-0.0195312,64.7935,0.07,-0.07,-0.07
64.8905,1.03906,64.8995,-0.0195312,-0.0117188,64.8945,0,-0.21,0
64.9915,1.04297,64.9915,-0.015625,-0.0195312,64.9925,0.07,-0.07,0
65.0905,1.04688,65.0925,-0.0195312,-0.015625,65.0925,0.14,-0.21,0
65.1905,1.04688,65.1915,-0.015625,-0.0117188,65.1935,0.07,-0.14,-0.21
65.2905,1.05078,65.2915,-0.015625,-0.015625,65.2935,0,-0.14,0
65.3915,1.04297,65.3915,-0.015625,-0.0195312,65.3925,0,-0.07,0
