time.3,pressure,Pressure MSL,Pressure AGL,time.15,lat,long,GPS MSL,state
193.393,95060.0,535.07,-1.12793,778.28,35.345205,-117.81194,613.62701,Decent
193.595,95054.0,535.595,-0.602112,778.48,35.345205,-117.81194,613.62701,Decent
193.795,95054.0,535.595,-0.602112,778.698,35.345205,-117.81194,613.63202,Decent
193.997,95056.0,535.421,-0.77655,778.875,35.345205,-117.81194,613.63702,Decent
194.195,95057.0,535.334,-0.863708,779.069,35.345205,-117.81194,613.64105,Decent
194.395,95056.0,535.421,-0.77655,779.271,35.345205,-117.81194,613.65002,Decent
194.595,95059.0,535.157,-1.04077,779.467,35.345205,-117.81194,613.65601,Decent
194.794,95060.0,535.07,-1.12793,779.683,35.345205,-117.81194,613.66205,Decent
194.997,95054.0,535.595,-0.602112,779.861,35.345205,-117.81194,613.66602,Decent
195.194,95059.0,535.157,-1.04077,780.063,35.345205,-117.81194,613.67902,Decent
195.394,95056.0,535.421,-0.77655,780.262,35.345205,-117.81194,613.68903,Decent
391.214,95050.0,535.947,-0.250732,,,,,
391.415,95047.0,536.208,0.0108643,,,,,
391.615,95051.0,535.86,-0.337891,,,,,
391.815,95050.0,535.947,-0.250732,,,,,
392.014,95051.0,535.86,-0.337891,,,,,
392.214,95052.0,535.772,-0.42511,,,,,
392.414,95053.0,535.683,-0.514954,,,,,
392.615,95051.0,535.86,-0.337891,,,,,
392.815,95054.0,535.595,-0.602112,,,,,
393.015,95044.0,536.473,0.275085,,,,,
393.215,95051.0,535.86,-0.337891,,,,,
393.415,95047.0,536.208,0.0108643,,,,,
393.615,95046.0,536.296,0.0980835,,,,,
393.816,95051.0,535.86,-0.337891,,,,,
394.022,95047.0,536.208,0.0108643,,,,,
394.217,95049.0,536.034,-0.163513,,,,,
394.416,95054.0,535.595,-0.602112,,,,,
394.615,95049.0,536.034,-0.163513,,,,,
394.815,95056.0,535.421,-0.77655,,,,,
395.015,95051.0,535.86,-0.337891,,,,,
395.215,95053.0,535.683,-0.514954,,,,,
395.415,95048.0,536.121,-0.0762939,,,,,
395.615,95047.0,536.208,0.0108643,,,,,
395.815,95047.0,536.208,0.0108643,,,,,
396.015,95053.0,535.683,-0.514954,,,,,
396.216,95051.0,535.86,-0.337891,,,,,
396.415,95051.0,535.86,-0.337891,,,,,
396.615,95048.0,536.121,-0.0762939,,,,,
396.815,95054.0,535.595,-0.602112,,,,,
397.015,95052.0,535.772,-0.42511,,,,,
397.215,95052.0,535.772,-0.42511,,,,,
397.415,95051.0,535.86,-0.337891,,,,,
397.615,95047.0,536.208,0.0108643,,,,,
397.816,95048.0,536.121,-0.0762939,,,,,
398.017,95052.0,535.772,-0.42511,,,,,
398.216,95050.0,535.947,-0.250732,,,,,
398.418,95045.0,536.385,0.187927,,,,,
398.617,95055.0,535.508,-0.689331,,,,,
398.816,95052.0,535.772,-0.42511,,,,,
399.016,95049.0,536.034,-0.163513,,,,,
399.217,95055.0,535.508,-0.689331,,,,,
399.416,95051.0,535.86,-0.337891,,,,,
399.617,95052.0,535.772,-0.42511,,,,,
399.816,95048.0,536.121,-0.0762939,,,,,
400.018,95050.0,535.947,-0.250732,,,,,
400.216,95053.0,535.683,-0.514954,,,,,
400.416,95054.0,535.595,-0.602112,,,,,
400.618,95049.0,536.034,-0.163513,,,,,
400.816,95048.0,536.121,-0.0762939,,,,,
401.016,95051.0,535.86,-0.337891,,,,,
401.216,95054.0,535.595,-0.602112,,,,,
401.416,95053.0,535.683,-0.514954,,,,,
401.616,95046.0,536.296,0.0980835,,,,,
401.817,95046.0,536.296,0.0980835,,,,,
402.016,95047.0,536.208,0.0108643,,,,,
402.217,95051.0,535.86,-0.337891,,,,,
402.416,95053.0,535.683,-0.514954,,,,,
402.617,95050.0,535.947,-0.250732,,,,,
402.816,95049.0,536.034,-0.163513,,,,,
403.016,95055.0,535.508,-0.689331,,,,,
403.216,95050.0,535.947,-0.250732,,,,,
403.416,95051.0,535.86,-0.337891,,,,,
403.616,95056.0,535.421,-0.77655,,,,,
403.816,95050.0,535.947,-0.250732,,,,,
404.016,95049.0,536.034,-0.163513,,,,,
404.216,95049.0,536.034,-0.163513,,,,,
404.417,95054.0,535.595,-0.602112,,,,,
404.616,95046.0,536.296,0.0980835,,,,,
404.816,95049.0,536.034,-0.163513,,,,,
405.016,95051.0,535.86,-0.337891,,,,,
405.217,95053.0,535.683,-0.514954,,,,,
405.417,95053.0,535.683,-0.514954,,,,,
405.617,95049.0,536.034,-0.163513,,,,,
405.817,95053.0,535.683,-0.514954,,,,,
406.018,95053.0,535.683,-0.514954,,,,,
406.217,95052.0,535.772,-0.42511,,,,,
406.417,95051.0,535.86,-0.337891,,,,,
406.617,95053.0,535.683,-0.514954,,,,,
406.817,95052.0,535.772,-0.42511,,,,,
407.017,95053.0,535.683,-0.514954,,,,,
407.218,95048.0,536.121,-0.0762939,,,,,
407.417,95057.0,535.334,-0.863708,,,,,
407.617,95052.0,535.772,-0.42511,,,,,
407.818,95050.0,535.947,-0.250732,,,,,
408.017,95053.0,535.683,-0.514954,,,,,
408.217,95051.0,535.86,-0.337891,,,,,
408.418,95051.0,535.86,-0.337891,,,,,
408.617,95050.0,535.947,-0.250732,,,,,
408.818,95045.0,536.385,0.187927,,,,,
409.018,95049.0,536.034,-0.163513,,,,,
409.218,95049.0,536.034,-0.163513,,,,,
409.417,95050.0,535.947,-0.250732,,,,,
409.617,95052.0,535.772,-0.42511,,,,,
409.817,95051.0,535.86,-0.337891,,,,,
410.018,95051.0,535.86,-0.337891,,,,,
410.217,95050.0,535.947,-0.250732,,,,,
410.417,95049.0,536.034,-0.163513,,,,,
410.619,95047.0,536.208,0.0108643,,,,,
410.817,95052.0,535.772,-0.42511,,,,,
411.017,95050.0,535.947,-0.250732,,,,,
411.217,95053.0,535.683,-0.514954,,,,,
411.417,95052.0,535.772,-0.42511,,,,,
411.617,95048.0,536.121,-0.0762939,,,,,
411.819,95051.0,535.86,-0.337891,,,,,
412.02,95053.0,535.683,-0.514954,,,,,
412.218,95048.0,536.121,-0.0762939,,,,,
412.419,95050.0,535.947,-0.250732,,,,,
412.618,95049.0,536.034,-0.163513,,,,,
412.819,95052.0,535.772,-0.42511,,,,,
413.018,95046.0,536.296,0.0980835,,,,,
413.218,95046.0,536.296,0.0980835,,,,,
413.418,95051.0,535.86,-0.337891,,,,,
413.618,95053.0,535.683,-0.514954,,,,,
413.818,95052.0,535.772,-0.42511,,,,,
414.018,95053.0,535.683,-0.514954,,,,,
414.218,95050.0,535.947,-0.250732,,,,,
414.418,95050.0,535.947,-0.250732,,,,,
414.618,95052.0,535.772,-0.42511,,,,,
414.818,95051.0,535.86,-0.337891,,,,,
415.019,95049.0,536.034,-0.163513,,,,,
415.218,95046.0,536.296,0.0980835,,,,,
415.418,95053.0,535.683,-0.514954,,,,,
415.619,95050.0,535.947,-0.250732,,,,,
415.818,95050.0,535.947,-0.250732,,,,,
416.018,95046.0,536.296,0.0980835,,,,,
416.219,95052.0,535.772,-0.42511,,,,,
416.419,95053.0,535.683,-0.514954,,,,,
416.618,95050.0,535.947,-0.250732,,,,,
416.819,95050.0,535.947,-0.250732,,,,,
417.018,95053.0,535.683,-0.514954,,,,,
417.218,95050.0,535.947,-0.250732,,,,,
417.418,95054.0,535.595,-0.602112,,,,,
417.618,95049.0,536.034,-0.163513,,,,,
417.819,95054.0,535.595,-0.602112,,,,,
418.019,95052.0,535.772,-0.42511,,,,,
418.219,95053.0,535.683,-0.514954,,,,,
418.42,95053.0,535.683,-0.514954,,,,,
418.62,95048.0,536.121,-0.0762939,,,,,
418.82,95053.0,535.683,-0.514954,,,,,
419.023,95052.0,535.772,-0.42511,,,,,
419.221,95048.0,536.121,-0.0762939,,,,,
419.42,95048.0,536.121,-0.0762939,,,,,
419.619,95052.0,535.772,-0.42511,,,,,
419.819,95051.0,535.86,-0.337891,,,,,
420.019,95049.0,536.034,-0.163513,,,,,
420.219,95051.0,535.86,-0.337891,,,,,
420.419,95048.0,536.121,-0.0762939,,,,,
420.619,95049.0,536.034,-0.163513,,,,,
420.819,95052.0,535.772,-0.42511,,,,,
421.019,95052.0,535.772,-0.42511,,,,,
421.22,95047.0,536.208,0.0108643,,,,,
421.42,95051.0,535.86,-0.337891,,,,,
421.619,95049.0,536.034,-0.163513,,,,,
421.819,95050.0,535.947,-0.250732,,,,,
422.02,95051.0,535.86,-0.337891,,,,,
422.22,95052.0,535.772,-0.42511,,,,,
422.419,95048.0,536.121,-0.0762939,,,,,
422.619,95049.0,536.034,-0.163513,,,,,
422.819,95053.0,535.683,-0.514954,,,,,
423.02,95051.0,535.86,-0.337891,,,,,
423.226,95045.0,536.385,0.187927,,,,,
423.421,95054.0,535.595,-0.602112,,,,,
423.619,95053.0,535.683,-0.514954,,,,,
423.819,95056.0,535.421,-0.77655,,,,,
424.02,95057.0,535.334,-0.863708,,,,,
424.219,95053.0,535.683,-0.514954,,,,,
424.419,95051.0,535.86,-0.337891,,,,,
424.62,95050.0,535.947,-0.250732,,,,,
424.819,95052.0,535.772,-0.42511,,,,,
425.019,95051.0,535.86,-0.337891,,,,,
425.219,95046.0,536.296,0.0980835,,,,,
425.42,95048.0,536.121,-0.0762939,,,,,
425.621,95046.0,536.296,0.0980835,,,,,
425.82,95049.0,536.034,-0.163513,,,,,
426.02,95050.0,535.947,-0.250732,,,,,
426.22,95054.0,535.595,-0.602112,,,,,
426.42,95047.0,536.208,0.0108643,,,,,
426.62,95050.0,535.947,-0.250732,,,,,
426.82,95050.0,535.947,-0.250732,,,,,
427.02,95051.0,535.86,-0.337891,,,,,
427.22,95046.0,536.296,0.0980835,,,,,
427.422,95049.0,536.034,-0.163513,,,,,
427.621,95044.0,536.473,0.275085,,,,,
427.82,95048.0,536.121,-0.0762939,,,,,
428.02,95053.0,535.683,-0.514954,,,,,
428.22,95048.0,536.121,-0.0762939,,,,,
428.421,95046.0,536.296,0.0980835,,,,,
428.62,95048.0,536.121,-0.0762939,,,,,
428.82,95052.0,535.772,-0.42511,,,,,
429.02,95054.0,535.595,-0.602112,,,,,
429.22,95045.0,536.385,0.187927,,,,,
429.422,95053.0,535.683,-0.514954,,,,,
429.62,95049.0,536.034,-0.163513,,,,,
429.82,95051.0,535.86,-0.337891,,,,,
430.021,95050.0,535.947,-0.250732,,,,,
430.22,95053.0,535.683,-0.514954,,,,,
430.42,95053.0,535.683,-0.514954,,,,,
430.62,95046.0,536.296,0.0980835,,,,,
430.82,95047.0,536.208,0.0108643,,,,,
431.02,95050.0,535.947,-0.250732,,,,,
431.22,95047.0,536.208,0.0108643,,,,,
431.42,95046.0,536.296,0.0980835,,,,,
431.629,95050.0,535.947,-0.250732,,,,,
431.82,95049.0,536.034,-0.163513,,,,,
432.021,95052.0,535.772,-0.42511,,,,,
432.22,95047.0,536.208,0.0108643,,,,,
432.42,95049.0,536.034,-0.163513,,,,,
432.621,95054.0,535.595,-0.602112,,,,,
432.822,95051.0,535.86,-0.337891,,,,,
433.021,95050.0,535.947,-0.250732,,,,,
433.221,95052.0,535.772,-0.42511,,,,,
433.421,95050.0,535.947,-0.250732,,,,,
433.621,95052.0,535.772,-0.42511,,,,,
433.821,95046.0,536.296,0.0980835,,,,,
434.021,95048.0,536.121,-0.0762939,,,,,
434.221,95047.0,536.208,0.0108643,,,,,
434.421,95054.0,535.595,-0.602112,,,,,
434.621,95052.0,535.772,-0.42511,,,,,
434.821,95048.0,536.121,-0.0762939,,,,,
435.022,95049.0,536.034,-0.163513,,,,,
435.221,95053.0,535.683,-0.514954,,,,,
435.421,95053.0,535.683,-0.514954,,,,,
435.621,95047.0,536.208,0.0108643,,,,,
435.822,95051.0,535.86,-0.337891,,,,,
436.021,95048.0,536.121,-0.0762939,,,,,
436.221,95046.0,536.296,0.0980835,,,,,
436.421,95048.0,536.121,-0.0762939,,,,,
436.621,95050.0,535.947,-0.250732,,,,,
436.821,95051.0,535.86,-0.337891,,,,,
437.021,95048.0,536.121,-0.0762939,,,,,
437.221,95048.0,536.121,-0.0762939,,,,,
437.422,95054.0,535.595,-0.602112,,,,,
437.621,95048.0,536.121,-0.0762939,,,,,
437.821,95054.0,535.595,-0.602112,,,,,
438.023,95056.0,535.421,-0.77655,,,,,
438.223,95046.0,536.296,0.0980835,,,,,
438.421,95049.0,536.034,-0.163513,,,,,
438.622,95050.0,535.947,-0.250732,,,,,
438.823,95055.0,535.508,-0.689331,,,,,
439.022,95051.0,535.86,-0.337891,,,,,
439.221,95050.0,535.947,-0.250732,,,,,
439.421,95047.0,536.208,0.0108643,,,,,
439.621,95050.0,535.947,-0.250732,,,,,
439.822,95046.0,536.296,0.0980835,,,,,
440.028,95051.0,535.86,-0.337891,,,,,
440.221,95050.0,535.947,-0.250732,,,,,
440.422,95050.0,535.947,-0.250732,,,,,
440.622,95052.0,535.772,-0.42511,,,,,
440.823,95053.0,535.683,-0.514954,,,,,
441.022,95050.0,535.947,-0.250732,,,,,
441.223,95049.0,536.034,-0.163513,,,,,
441.423,95047.0,536.208,0.0108643,,,,,
441.622,95051.0,535.86,-0.337891,,,,,
441.824,95046.0,536.296,0.0980835,,,,,
442.023,95049.0,536.034,-0.163513,,,,,
442.222,95049.0,536.034,-0.163513,,,,,
442.423,95051.0,535.86,-0.337891,,,,,
442.622,95048.0,536.121,-0.0762939,,,,,
442.822,95051.0,535.86,-0.337891,,,,,
443.022,95051.0,535.86,-0.337891,,,,,
443.222,95052.0,535.772,-0.42511,,,,,
443.422,95051.0,535.86,-0.337891,,,,,
443.622,95049.0,536.034,-0.163513,,,,,
443.822,95050.0,535.947,-0.250732,,,,,
444.022,95050.0,535.947,-0.250732,,,,,
444.225,95049.0,536.034,-0.163513,,,,,
444.422,95048.0,536.121,-0.0762939,,,,,
444.622,95047.0,536.208,0.0108643,,,,,
444.822,95055.0,535.508,-0.689331,,,,,
445.022,95053.0,535.683,-0.514954,,,,,
445.222,95052.0,535.772,-0.42511,,,,,
445.422,95049.0,536.034,-0.163513,,,,,
445.622,95055.0,535.508,-0.689331,,,,,
445.822,95049.0,536.034,-0.163513,,,,,
446.022,95051.0,535.86,-0.337891,,,,,
446.223,95053.0,535.683,-0.514954,,,,,
446.424,95050.0,535.947,-0.250732,,,,,
446.625,95050.0,535.947,-0.250732,,,,,
446.825,95050.0,535.947,-0.250732,,,,,
447.023,95051.0,535.86,-0.337891,,,,,
447.224,95051.0,535.86,-0.337891,,,,,
447.424,95055.0,535.508,-0.689331,,,,,
447.623,95053.0,535.683,-0.514954,,,,,
447.824,95048.0,536.121,-0.0762939,,,,,
448.023,95048.0,536.121,-0.0762939,,,,,
448.224,95050.0,535.947,-0.250732,,,,,
448.432,95048.0,536.121,-0.0762939,,,,,
448.623,95048.0,536.121,-0.0762939,,,,,
448.824,95052.0,535.772,-0.42511,,,,,
449.023,95050.0,535.947,-0.250732,,,,,
449.223,95050.0,535.947,-0.250732,,,,,
449.423,95052.0,535.772,-0.42511,,,,,
449.623,95051.0,535.86,-0.337891,,,,,
449.823,95052.0,535.772,-0.42511,,,,,
450.023,95049.0,536.034,-0.163513,,,,,
450.223,95048.0,536.121,-0.0762939,,,,,
450.424,95048.0,536.121,-0.0762939,,,,,
450.624,95048.0,536.121,-0.0762939,,,,,
450.824,95046.0,536.296,0.0980835,,,,,
451.023,95050.0,535.947,-0.250732,,,,,
451.223,95051.0,535.86,-0.337891,,,,,
451.423,95047.0,536.208,0.0108643,,,,,
451.623,95051.0,535.86,-0.337891,,,,,
451.823,95050.0,535.947,-0.250732,,,,,
452.023,95054.0,535.595,-0.602112,,,,,
452.223,95051.0,535.86,-0.337891,,,,,
452.423,95053.0,535.683,-0.514954,,,,,
452.628,95045.0,536.385,0.187927,,,,,
452.823,95050.0,535.947,-0.250732,,,,,
453.024,95045.0,536.385,0.187927,,,,,
453.224,95048.0,536.121,-0.0762939,,,,,
453.424,95051.0,535.86,-0.337891,,,,,
453.624,95050.0,535.947,-0.250732,,,,,
453.824,95050.0,535.947,-0.250732,,,,,
454.024,95051.0,535.86,-0.337891,,,,,
454.224,95045.0,536.385,0.187927,,,,,
454.424,95049.0,536.034,-0.163513,,,,,
454.624,95050.0,535.947,-0.250732,,,,,
454.824,95052.0,535.772,-0.42511,,,,,
455.024,95051.0,535.86,-0.337891,,,,,
455.224,95048.0,536.121,-0.0762939,,,,,
455.424,95054.0,535.595,-0.602112,,,,,
455.625,95052.0,535.772,-0.42511,,,,,
455.824,95050.0,535.947,-0.250732,,,,,
456.024,95052.0,535.772,-0.42511,,,,,
456.224,95052.0,535.772,-0.42511,,,,,
456.424,95049.0,536.034,-0.163513,,,,,
456.625,95051.0,535.86,-0.337891,,,,,
456.824,95053.0,535.683,-0.514954,,,,,
457.025,95051.0,535.86,-0.337891,,,,,
457.224,95047.0,536.208,0.0108643,,,,,
457.424,95047.0,536.208,0.0108643,,,,,
457.625,95053.0,535.683,-0.514954,,,,,
457.824,95051.0,535.86,-0.337891,,,,,
458.024,95049.0,536.034,-0.163513,,,,,
458.224,95048.0,536.121,-0.0762939,,,,,
458.424,95053.0,535.683,-0.514954,,,,,
458.624,95047.0,536.208,0.0108643,,,,,
458.824,95049.0,536.034,-0.163513,,,,,
459.025,95046.0,536.296,0.0980835,,,,,
459.224,95051.0,535.86,-0.337891,,,,,
459.424,95047.0,536.208,0.0108643,,,,,
459.624,95053.0,535.683,-0.514954,,,,,
459.825,95053.0,535.683,-0.514954,,,,,
460.024,95049.0,536.034,-0.163513,,,,,
460.224,95051.0,535.86,-0.337891,,,,,
460.424,95045.0,536.385,0.187927,,,,,
460.625,95054.0,535.595,-0.602112,,,,,
460.824,95053.0,535.683,-0.514954,,,,,
461.026,95046.0,536.296,0.0980835,,,,,
461.225,95049.0,536.034,-0.163513,,,,,
461.425,95050.0,535.947,-0.250732,,,,,
461.626,95051.0,535.86,-0.337891,,,,,
461.825,95051.0,535.86,-0.337891,,,,,
462.025,95054.0,535.595,-0.602112,,,,,
462.225,95053.0,535.683,-0.514954,,,,,
462.425,95049.0,536.034,-0.163513,,,,,
462.626,95051.0,535.86,-0.337891,,,,,
462.825,95047.0,536.208,0.0108643,,,,,
463.025,95049.0,536.034,-0.163513,,,,,
463.226,95052.0,535.772,-0.42511,,,,,
463.425,95050.0,535.947,-0.250732,,,,,
463.627,95052.0,535.772,-0.42511,,,,,
463.825,95055.0,535.508,-0.689331,,,,,
464.025,95058.0,535.247,-0.950928,,,,,
464.225,95046.0,536.296,0.0980835,,,,,
464.425,95050.0,535.947,-0.250732,,,,,
464.625,95052.0,535.772,-0.42511,,,,,
464.825,95049.0,536.034,-0.163513,,,,,
465.025,95052.0,535.772,-0.42511,,,,,
465.225,95052.0,535.772,-0.42511,,,,,
465.425,95053.0,535.683,-0.514954,,,,,
465.626,95049.0,536.034,-0.163513,,,,,
465.825,95054.0,535.595,-0.602112,,,,,
466.025,95052.0,535.772,-0.42511,,,,,
466.225,95061.0,534.982,-1.21515,,,,,
466.425,95050.0,535.947,-0.250732,,,,,
466.625,95054.0,535.595,-0.602112,,,,,
466.826,95050.0,535.947,-0.250732,,,,,
467.026,95046.0,536.296,0.0980835,,,,,
467.225,95047.0,536.208,0.0108643,,,,,
467.425,95048.0,536.121,-0.0762939,,,,,
467.625,95050.0,535.947,-0.250732,,,,,
467.825,95048.0,536.121,-0.0762939,,,,,
468.025,95055.0,535.508,-0.689331,,,,,
468.225,95048.0,536.121,-0.0762939,,,,,
468.425,95047.0,536.208,0.0108643,,,,,
468.625,95054.0,535.595,-0.602112,,,,,
468.825,95053.0,535.683,-0.514954,,,,,
469.026,95053.0,535.683,-0.514954,,,,,
469.227,95048.0,536.121,-0.0762939,,,,,
469.426,95047.0,536.208,0.0108643,,,,,
469.627,95049.0,536.034,-0.163513,,,,,
469.826,95052.0,535.772,-0.42511,,,,,
470.026,95054.0,535.595,-0.602112,,,,,
470.227,95055.0,535.508,-0.689331,,,,,
470.428,95049.0,536.034,-0.163513,,,,,
470.626,95051.0,535.86,-0.337891,,,,,
470.826,95050.0,535.947,-0.250732,,,,,
471.027,95054.0,535.595,-0.602112,,,,,
471.236,95047.0,536.208,0.0108643,,,,,
471.427,95052.0,535.772,-0.42511,,,,,
471.626,95051.0,535.86,-0.337891,,,,,
471.826,95054.0,535.595,-0.602112,,,,,
472.026,95049.0,536.034,-0.163513,,,,,
472.226,95047.0,536.208,0.0108643,,,,,
472.426,95050.0,535.947,-0.250732,,,,,
472.626,95054.0,535.595,-0.602112,,,,,
472.826,95055.0,535.508,-0.689331,,,,,
473.026,95051.0,535.86,-0.337891,,,,,
473.226,95050.0,535.947,-0.250732,,,,,
473.426,95048.0,536.121,-0.0762939,,,,,
473.629,95047.0,536.208,0.0108643,,,,,
473.827,95049.0,536.034,-0.163513,,,,,
474.026,95051.0,535.86,-0.337891,,,,,
474.23,95050.0,535.947,-0.250732,,,,,
474.426,95052.0,535.772,-0.42511,,,,,
474.626,95056.0,535.421,-0.77655,,,,,
474.826,95055.0,535.508,-0.689331,,,,,
475.026,95050.0,535.947,-0.250732,,,,,
475.228,95049.0,536.034,-0.163513,,,,,
475.426,95051.0,535.86,-0.337891,,,,,
475.626,95049.0,536.034,-0.163513,,,,,
475.827,95049.0,536.034,-0.163513,,,,,
476.027,95052.0,535.772,-0.42511,,,,,
476.227,95052.0,535.772,-0.42511,,,,,
