# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
20.077,3116.657,62.366,66.352,-10.296,10.318,501.734,0.349,501.734,89.96,22.65,0.676,28.61,-80.595,1.194,-2.794e-5,7.167,-0.004,65.357,89.935
20.127,3119.763,61.852,65.857,-10.287,10.309,502.866,0.351,502.866,89.96,22.616,0.671,28.61,-80.595,1.192,-2.78e-5,8.349,-0.003,64.969,89.936
20.177,3122.843,61.337,65.362,-10.293,10.312,503.996,0.352,503.996,89.96,22.584,0.631,28.61,-80.595,1.071,-2.789e-5,9.369,-0.002,64.525,89.937
20.227,3125.897,60.822,64.869,-10.307,10.323,505.124,0.354,505.124,89.96,22.553,0.574,28.61,-80.595,0.889,-2.785e-5,10.288,-1.185e-4,64.033,89.938
20.277,3128.925,60.306,64.376,-10.371,10.379,506.251,0.355,506.251,89.96,22.527,0.406,28.61,-80.595,0.312,-2.796e-5,10.882,0.01,63.502,89.939
20.327,3131.927,59.785,63.883,-10.437,10.44,507.377,0.357,507.377,89.96,22.512,0.246,28.61,-80.595,0.283,-2.794e-5,-10.804,0.022,62.957,89.94
20.377,3134.903,59.262,63.391,-10.482,10.483,508.502,0.359,508.502,89.96,22.502,0.139,28.61,-80.595,0.69,-2.786e-5,-10.344,0.013,62.427,89.941
20.427,3137.853,58.737,62.898,-10.507,10.508,509.627,0.36,509.627,89.959,22.497,0.078,28.61,-80.595,0.936,-2.779e-5,-9.567,0.011,61.928,89.941
20.477,3140.777,58.212,62.407,-10.524,10.524,510.752,0.362,510.752,89.959,22.494,0.035,28.61,-80.595,1.118,-2.785e-5,-8.679,0.01,61.472,89.942
20.527,3143.674,57.685,61.915,-10.529,10.529,511.877,0.364,511.877,89.959,22.494,0.013,28.61,-80.595,1.219,-2.781e-5,-7.632,0.01,61.064,89.942
20.577,3146.545,57.159,61.425,-10.533,10.533,513.001,0.365,513.001,89.959,22.493,0.007,28.61,-80.595,1.315,-2.781e-5,-6.585,0.009,60.708,89.942
20.627,3149.39,56.632,60.936,-10.523,10.523,514.126,0.367,514.126,89.959,22.494,0.002,28.61,-80.595,1.311,-2.771e-5,-5.443,0.01,60.407,89.942
20.677,3152.209,56.106,60.447,-10.515,10.515,515.251,0.369,515.251,89.959,22.493,0.004,28.61,-80.595,1.332,-2.782e-5,-4.405,0.009,60.161,89.942
20.727,3155.001,55.58,59.96,-10.533,10.533,516.375,0.37,516.375,89.959,22.495,0.056,28.61,-80.595,1.551,-2.777e-5,-3.253,0.009,59.969,89.941
20.777,3157.767,55.053,59.473,-10.534,10.535,517.5,0.372,517.5,89.959,22.498,0.078,28.61,-80.595,1.654,-2.761e-5,-1.963,0.009,59.838,89.941
20.827,3160.506,54.527,58.988,-10.534,10.535,518.625,0.373,518.625,89.959,22.502,0.101,28.61,-80.595,1.759,-2.756e-5,-0.674,0.009,59.772,89.94
20.877,3163.219,54,58.503,-10.525,10.526,519.75,0.375,519.751,89.959,22.508,0.108,28.61,-80.595,1.801,-2.772e-5,0.703,0.009,59.773,89.939
20.927,3165.906,53.475,58.02,-10.431,10.431,520.876,0.377,520.876,89.959,22.511,0.035,28.61,-80.595,1.177,-2.77e-5,1.916,0.01,59.84,89.938
20.977,3168.567,52.957,57.54,-10.36,10.361,522.001,0.378,522.001,89.958,22.505,0.14,28.61,-80.595,0.696,-2.772e-5,2.482,0.01,59.952,89.937
21.027,3171.202,52.439,57.062,-10.315,10.317,523.126,0.38,523.127,89.958,22.498,0.196,28.61,-80.595,0.413,-2.772e-5,2.945,0.01,60.088,89.936
21.077,3173.811,51.925,56.585,-10.257,10.261,524.251,0.382,524.251,89.958,22.485,0.28,28.61,-80.595,0.014,-2.772e-5,-3.06,0.081,60.24,89.935
21.127,3176.394,51.413,56.109,-10.221,10.226,525.375,0.383,525.375,89.958,22.47,0.325,28.61,-80.595,0.265,-2.772e-5,-2.945,-0.003,60.391,89.934
21.177,3178.952,50.903,55.635,-10.187,10.194,526.498,0.385,526.498,89.958,22.453,0.364,28.61,-80.595,0.494,-2.775e-5,-2.691,-0.005,60.532,89.933
21.227,3181.485,50.395,55.162,-10.154,10.162,527.62,0.387,527.62,89.958,22.434,0.405,28.61,-80.595,0.732,-2.78e-5,-2.269,-0.006,60.657,89.932
21.277,3183.992,49.888,54.691,-10.104,10.116,528.741,0.389,528.741,89.958,22.412,0.483,28.61,-80.595,1.142,-2.782e-5,-1.683,-0.006,60.757,89.931
21.327,3186.474,49.384,54.221,-10.06,10.075,529.861,0.39,529.861,89.958,22.386,0.55,28.61,-80.595,1.504,-2.779e-5,-0.774,-0.005,60.819,89.93
21.377,3188.93,48.882,53.752,-10.001,10.022,530.98,0.392,530.98,89.958,22.357,0.65,28.61,-80.595,2.009,-2.785e-5,0.3,-0.005,60.832,89.929
21.427,3191.362,48.384,53.284,-9.949,9.976,532.097,0.394,532.097,89.958,22.321,0.736,28.61,-80.595,2.442,-2.784e-5,1.791,-0.006,60.781,89.929
21.477,3193.769,47.887,52.818,-9.919,9.949,533.212,0.395,533.212,89.958,22.284,0.778,28.61,-80.595,2.68,-2.791e-5,3.388,-0.006,60.652,89.929
21.527,3196.151,47.391,52.352,-9.916,9.946,534.325,0.397,534.325,89.957,22.244,0.759,28.61,-80.595,2.653,-2.778e-5,5.11,-0.005,60.439,89.929
21.577,3198.508,46.895,51.888,-9.951,9.973,535.436,0.399,535.437,89.957,22.208,0.666,28.61,-80.595,2.275,-2.776e-5,6.614,-0.005,60.145,89.929
21.627,3200.84,46.397,51.424,-9.963,9.982,536.546,0.4,536.546,89.957,22.177,0.62,28.61,-80.595,2.098,-2.775e-5,7.864,-0.005,59.783,89.929
21.677,3203.147,45.898,50.962,-9.973,9.99,537.654,0.402,537.654,89.957,22.146,0.582,28.61,-80.594,1.942,-2.769e-5,9.065,-0.005,59.359,89.93
21.727,3205.43,45.399,50.501,-9.999,10.012,538.761,0.404,538.761,89.957,22.119,0.513,28.61,-80.594,1.617,-2.776e-5,10.069,-0.004,58.88,89.93
21.777,3207.687,44.898,50.041,-10.041,10.049,539.866,0.405,539.866,89.957,22.095,0.417,28.61,-80.594,1.12,-2.771e-5,10.842,-7.797e-4,58.356,89.931
21.827,3209.92,44.395,49.582,-10.076,10.081,540.97,0.407,540.97,89.957,22.077,0.34,28.61,-80.594,0.685,-2.767e-5,11.275,0.005,57.802,89.931
21.877,3212.127,43.891,49.123,-10.102,10.106,542.074,0.409,542.074,89.957,22.061,0.281,28.61,-80.594,0.328,-2.765e-5,11.53,0.02,57.231,89.932
21.927,3214.309,43.385,48.666,-10.117,10.12,543.177,0.411,543.177,89.957,22.049,0.245,28.61,-80.594,0.101,-2.766e-5,11.573,0.086,56.653,89.932
21.977,3216.465,42.879,48.21,-10.111,10.114,544.279,0.412,544.279,89.957,22.036,0.246,28.61,-80.594,0.099,-2.766e-5,11.582,0.084,56.074,89.933
22.027,3218.597,42.374,47.756,-10.104,10.107,545.38,0.414,545.38,89.956,22.024,0.25,28.61,-80.594,0.121,-2.766e-5,11.602,0.064,55.494,89.933
22.077,3220.703,41.869,47.302,-10.11,10.113,546.481,0.416,546.481,89.956,22.012,0.231,28.61,-80.594,0.011,-2.766e-5,-11.59,0.778,54.914,89.934
22.127,3222.784,41.363,46.85,-10.104,10.107,547.581,0.418,547.581,89.956,22.001,0.233,28.61,-80.594,0.007,-2.766e-5,-11.489,1.091,54.335,89.934
22.177,3224.839,40.859,46.399,-10.077,10.081,548.681,0.419,548.681,89.956,21.988,0.266,28.61,-80.594,0.223,-2.766e-5,11.561,0.016,53.758,89.934
22.227,3226.869,40.355,45.95,-10.11,10.112,549.78,0.421,549.78,89.956,21.975,0.209,28.61,-80.594,0.189,-2.765e-5,-11.624,0.042,53.177,89.935
22.277,3228.874,39.848,45.502,-10.132,10.134,550.879,0.423,550.879,89.956,21.967,0.169,28.61,-80.594,0.49,-2.767e-5,-11.327,0.022,52.603,89.935
22.327,3230.854,39.341,45.055,-10.15,10.151,551.977,0.425,551.977,89.956,21.958,0.137,28.61,-80.594,0.74,-2.766e-5,-11.065,0.018,52.042,89.935
22.377,3232.809,38.833,44.609,-10.189,10.189,553.075,0.426,553.075,89.956,21.953,0.077,28.61,-80.594,1.207,-2.763e-5,-10.541,0.015,51.501,89.935
22.427,3234.737,38.323,44.164,-10.209,10.209,554.172,0.428,554.172,89.956,21.95,0.045,28.61,-80.594,1.479,-2.763e-5,-9.891,0.015,50.99,89.935
22.477,3236.641,37.812,43.72,-10.241,10.241,555.27,0.43,555.27,89.956,21.949,0.003,28.61,-80.594,1.884,-2.761e-5,-9.121,0.014,50.514,89.935
22.527,3238.519,37.299,43.278,-10.242,10.242,556.367,0.432,556.367,89.956,21.95,0.01,28.61,-80.594,1.967,-2.761e-5,-8.196,0.014,50.081,89.935
22.577,3240.371,36.788,42.838,-10.19,10.19,557.465,0.433,557.465,89.955,21.949,0.05,28.61,-80.594,1.496,-2.759e-5,-7.4,0.013,49.692,89.935
22.627,3242.197,36.28,42.401,-10.178,10.179,558.562,0.435,558.562,89.955,21.946,0.057,28.61,-80.594,1.452,-2.758e-5,-6.816,0.013,49.337,89.934
22.677,3243.999,35.77,41.965,-10.19,10.19,559.659,0.437,559.659,89.955,21.944,0.033,28.61,-80.594,1.664,-2.764e-5,-6.115,0.013,49.013,89.934
22.727,3245.774,35.261,41.53,-10.167,10.167,560.756,0.439,560.756,89.955,21.942,0.052,28.61,-80.594,1.507,-2.768e-5,-5.429,0.012,48.725,89.934
22.777,3247.525,34.754,41.099,-10.125,10.126,561.853,0.44,561.853,89.955,21.938,0.095,28.61,-80.594,1.122,-2.767e-5,-4.872,0.012,48.468,89.933
22.827,3249.25,34.248,40.669,-10.084,10.085,562.95,0.442,562.95,89.955,21.932,0.136,28.61,-80.594,0.738,-2.766e-5,-4.497,0.011,48.235,89.933
22.877,3250.95,33.745,40.242,-10.072,10.073,564.047,0.444,564.047,89.955,21.925,0.14,28.61,-80.594,0.678,-2.765e-5,-4.238,0.011,48.016,89.932
22.927,3252.624,33.241,39.817,-10.067,10.068,565.143,0.446,565.143,89.955,21.918,0.134,28.61,-80.594,0.713,-2.764e-5,-3.948,0.011,47.812,89.931
22.977,3254.274,32.739,39.394,-10.006,10.008,566.238,0.447,566.239,89.955,21.911,0.199,28.61,-80.594,0.043,-2.764e-5,-3.734,-0.017,47.621,89.931
23.027,3255.898,32.24,38.974,-9.956,9.959,567.334,0.449,567.334,89.955,21.899,0.251,28.61,-80.594,0.51,-2.765e-5,3.887,-0.015,47.431,89.93
23.077,3257.498,31.743,38.557,-9.944,9.947,568.428,0.451,568.428,89.955,21.886,0.254,28.61,-80.594,0.6,-2.765e-5,4.085,-0.014,47.232,89.93
23.127,3259.073,31.246,38.141,-9.938,9.941,569.522,0.453,569.522,89.954,21.873,0.25,28.61,-80.594,0.61,-2.766e-5,4.318,-0.013,47.022,89.929
23.177,3260.622,30.749,37.728,-9.943,9.946,570.616,0.455,570.616,89.954,21.861,0.232,28.61,-80.594,0.487,-2.768e-5,4.512,-0.012,46.801,89.929
23.227,3262.148,30.252,37.317,-9.922,9.925,571.708,0.456,571.709,89.954,21.85,0.247,28.61,-80.594,0.696,-2.768e-5,4.677,-0.011,46.571,89.928
23.277,3263.648,29.757,36.909,-9.901,9.905,572.801,0.458,572.801,89.954,21.837,0.262,28.61,-80.594,0.912,-2.769e-5,4.978,-0.011,46.33,89.928
23.327,3265.123,29.262,36.504,-9.889,9.892,573.892,0.46,573.892,89.954,21.824,0.267,28.61,-80.594,1.023,-2.768e-5,5.282,-0.011,46.074,89.928
23.377,3266.574,28.768,36.101,-9.885,9.889,574.983,0.462,574.983,89.954,21.81,0.26,28.61,-80.594,1.021,-2.769e-5,5.634,-0.01,45.801,89.927
23.427,3268,28.273,35.7,-9.859,9.863,576.073,0.464,576.073,89.954,21.797,0.282,28.61,-80.594,1.32,-2.769e-5,5.955,-0.01,45.512,89.927
23.477,3269.401,27.782,35.303,-9.823,9.828,577.163,0.466,577.163,89.954,21.782,0.315,28.61,-80.594,1.734,-2.77e-5,6.463,-0.011,45.202,89.926
23.527,3270.778,27.291,34.908,-9.82,9.825,578.251,0.467,578.251,89.954,21.766,0.308,28.61,-80.594,1.74,-2.768e-5,7.01,-0.011,44.865,89.926
23.577,3272.13,26.8,34.516,-9.797,9.802,579.339,0.469,579.339,89.954,21.751,0.326,28.61,-80.594,2.008,-2.769e-5,7.538,-0.011,44.501,89.926
23.627,3273.458,26.311,34.127,-9.793,9.798,580.426,0.471,580.427,89.954,21.734,0.321,28.61,-80.594,2.024,-2.768e-5,8.187,-0.01,44.108,89.926
23.677,3274.761,25.821,33.74,-9.797,9.801,581.513,0.473,581.513,89.953,21.719,0.307,28.61,-80.594,1.944,-2.768e-5,8.719,-0.009,43.685,89.925
23.727,3276.04,25.331,33.357,-9.788,9.793,582.598,0.475,582.598,89.953,21.703,0.308,28.61,-80.594,2.026,-2.767e-5,9.289,-0.008,43.235,89.925
23.777,3277.295,24.842,32.977,-9.764,9.77,583.683,0.477,583.683,89.953,21.688,0.325,28.61,-80.594,2.296,-2.769e-5,9.852,-0.009,42.757,89.925
23.827,3278.524,24.355,32.6,-9.756,9.762,584.767,0.478,584.767,89.953,21.671,0.326,28.61,-80.594,2.369,-2.767e-5,10.527,-0.009,42.248,89.925
23.877,3279.73,23.866,32.227,-9.777,9.782,585.85,0.48,585.85,89.953,21.655,0.294,28.61,-80.594,2.062,-2.768e-5,11.104,-0.006,41.706,89.925
23.927,3280.911,23.377,31.856,-9.791,9.795,586.933,0.482,586.933,89.953,21.641,0.271,28.61,-80.594,1.837,-2.769e-5,11.588,-0.003,41.139,89.925
23.977,3282.068,22.887,31.49,-9.801,9.804,588.014,0.484,588.014,89.953,21.628,0.252,28.61,-80.594,1.653,-2.768e-5,12.005,-2.153e-4,40.549,89.925
24.027,3283.2,22.397,31.127,-9.818,9.821,589.095,0.486,589.096,89.953,21.616,0.228,28.61,-80.594,1.361,-2.77e-5,12.356,0.006,39.939,89.925
24.077,3284.307,21.905,30.768,-9.84,9.842,590.176,0.488,590.176,89.953,21.606,0.199,28.61,-80.594,0.981,-2.77e-5,12.601,0.02,39.315,89.925
24.127,3285.39,21.413,30.412,-9.836,9.838,591.256,0.489,591.256,89.953,21.596,0.197,28.61,-80.594,0.995,-2.771e-5,12.765,0.02,38.681,89.925
24.177,3286.449,20.922,30.061,-9.84,9.842,592.335,0.491,592.336,89.952,21.586,0.188,28.61,-80.594,0.886,-2.771e-5,12.973,0.027,38.037,89.925
24.227,3287.482,20.429,29.714,-9.854,9.856,593.415,0.493,593.415,89.952,21.577,0.168,28.61,-80.594,0.589,-2.771e-5,13.081,0.058,37.385,89.925
24.277,3288.492,19.936,29.371,-9.85,9.851,594.493,0.495,594.493,89.952,21.569,0.167,28.61,-80.594,0.612,-2.771e-5,13.157,0.056,36.73,89.925
24.327,3289.476,19.444,29.033,-9.836,9.837,595.571,0.497,595.572,89.952,21.56,0.175,28.61,-80.594,0.801,-2.772e-5,13.262,0.037,36.069,89.925
24.377,3290.436,18.953,28.7,-9.828,9.83,596.649,0.499,596.649,89.952,21.552,0.177,28.61,-80.594,0.878,-2.772e-5,13.405,0.032,35.403,89.925
24.427,3291.371,18.461,28.371,-9.819,9.821,597.727,0.501,597.727,89.952,21.543,0.18,28.61,-80.594,0.985,-2.772e-5,13.545,0.026,34.729,89.925
24.477,3292.282,17.971,28.047,-9.816,9.817,598.804,0.503,598.804,89.952,21.534,0.178,28.61,-80.594,1,-2.772e-5,13.718,0.026,34.047,89.924
24.527,3293.168,17.48,27.728,-9.815,9.817,599.88,0.504,599.88,89.952,21.525,0.173,28.61,-80.594,0.966,-2.772e-5,13.861,0.029,33.358,89.924
24.577,3294.03,16.989,27.415,-9.803,9.804,600.956,0.506,600.956,89.952,21.516,0.179,28.61,-80.594,1.133,-2.771e-5,14.017,0.019,32.661,89.924
24.627,3294.867,16.499,27.107,-9.803,9.805,602.032,0.508,602.032,89.952,21.507,0.173,28.61,-80.594,1.077,-2.771e-5,14.203,0.023,31.955,89.924
24.677,3295.68,16.009,26.805,-9.8,9.802,603.107,0.51,603.107,89.952,21.499,0.17,28.61,-80.594,1.086,-2.771e-5,14.342,0.023,31.242,89.924
24.727,3296.468,15.519,26.508,-9.781,9.782,604.181,0.512,604.182,89.951,21.49,0.181,28.61,-80.594,1.38,-2.771e-5,14.525,0.009,30.52,89.923
24.777,3297.232,15.031,26.217,-9.779,9.78,605.256,0.514,605.256,89.951,21.481,0.178,28.61,-80.594,1.373,-2.771e-5,14.753,0.01,29.788,89.923
24.827,3297.971,14.542,25.933,-9.774,9.776,606.33,0.516,606.33,89.951,21.472,0.176,28.61,-80.594,1.411,-2.772e-5,14.94,0.008,29.046,89.923
24.877,3298.686,14.053,25.655,-9.77,9.772,607.403,0.518,607.403,89.951,21.463,0.175,28.61,-80.594,1.446,-2.771e-5,15.162,0.007,28.293,89.923
24.927,3299.377,13.565,25.383,-9.757,9.759,608.476,0.52,608.476,89.951,21.455,0.179,28.61,-80.594,1.624,-2.772e-5,15.362,9.12e-4,27.53,89.922
24.977,3300.043,13.078,25.118,-9.742,9.744,609.548,0.521,609.549,89.951,21.445,0.186,28.61,-80.594,1.837,-2.772e-5,15.634,-0.005,26.756,89.922
25.027,3300.684,12.591,24.86,-9.73,9.732,610.62,0.523,610.621,89.951,21.436,0.189,28.61,-80.594,1.995,-2.773e-5,15.911,-0.009,25.967,89.922
25.077,3301.302,12.104,24.609,-9.718,9.72,611.692,0.525,611.692,89.951,21.427,0.193,28.61,-80.594,2.14,-2.773e-5,16.232,-0.013,25.164,89.922
25.127,3301.895,11.619,24.366,-9.724,9.726,612.763,0.527,612.763,89.951,21.417,0.184,28.61,-80.594,2.029,-2.772e-5,16.547,-0.011,24.344,89.921
25.177,3302.464,11.132,24.13,-9.728,9.73,613.834,0.529,613.834,89.951,21.408,0.176,28.61,-80.594,1.934,-2.772e-5,16.817,-0.008,23.51,89.921
25.227,3303.008,10.646,23.901,-9.726,9.728,614.904,0.531,614.904,89.951,21.399,0.174,28.61,-80.594,1.94,-2.772e-5,17.078,-0.009,22.663,89.921
25.277,3303.528,10.159,23.681,-9.727,9.729,615.974,0.533,615.974,89.95,21.391,0.169,28.61,-80.594,1.894,-2.772e-5,17.331,-0.008,21.802,89.921
25.327,3304.024,9.673,23.469,-9.72,9.722,617.043,0.535,617.043,89.95,21.382,0.169,28.61,-80.594,1.97,-2.772e-5,17.568,-0.011,20.93,89.921
25.377,3304.495,9.187,23.265,-9.713,9.715,618.112,0.537,618.112,89.95,21.374,0.169,28.61,-80.594,2.048,-2.773e-5,17.832,-0.014,20.045,89.92
25.427,3304.943,8.702,23.07,-9.724,9.725,619.18,0.539,619.181,89.95,21.366,0.159,28.61,-80.594,1.861,-2.773e-5,18.08,-0.007,19.147,89.92
25.477,3305.366,8.215,22.883,-9.736,9.737,620.249,0.541,620.249,89.95,21.358,0.148,28.61,-80.594,1.646,-2.773e-5,18.268,0.004,18.238,89.92
25.527,3305.764,7.728,22.706,-9.735,9.736,621.316,0.543,621.316,89.95,21.351,0.145,28.61,-80.594,1.635,-2.772e-5,18.428,0.005,17.321,89.92
25.577,3306.138,7.242,22.539,-9.729,9.73,622.384,0.545,622.384,89.95,21.344,0.145,28.61,-80.594,1.704,-2.773e-5,18.595,0.001,16.395,89.92
25.627,3306.488,6.755,22.38,-9.726,9.727,623.451,0.547,623.451,89.95,21.336,0.143,28.61,-80.594,1.723,-2.772e-5,18.768,2.606e-4,15.461,89.919
25.677,3306.814,6.269,22.231,-9.719,9.72,624.517,0.549,624.517,89.95,21.329,0.144,28.61,-80.594,1.799,-2.772e-5,18.939,-0.005,14.518,89.919
25.727,3307.115,5.783,22.092,-9.713,9.714,625.583,0.55,625.584,89.95,21.322,0.144,28.61,-80.594,1.856,-2.773e-5,19.129,-0.009,13.567,89.919
25.777,3307.392,5.298,21.963,-9.71,9.711,626.649,0.552,626.65,89.949,21.315,0.142,28.61,-80.594,1.874,-2.773e-5,19.315,-0.01,12.606,89.919
25.827,3307.645,4.812,21.844,-9.709,9.71,627.715,0.554,627.715,89.949,21.308,0.139,28.61,-80.594,1.858,-2.772e-5,19.503,-0.01,11.635,89.919
25.877,3307.874,4.327,21.736,-9.71,9.711,628.78,0.556,628.78,89.949,21.301,0.136,28.61,-80.594,1.813,-2.772e-5,19.677,-0.007,10.655,89.919
25.927,3308.078,3.841,21.638,-9.706,9.707,629.845,0.558,629.845,89.949,21.294,0.135,28.61,-80.594,1.837,-2.772e-5,19.843,-0.011,9.667,89.918
25.977,3308.258,3.356,21.55,-9.707,9.707,630.91,0.56,630.91,89.949,21.287,0.132,28.61,-80.594,1.805,-2.772e-5,20.016,-0.01,8.671,89.918
26.027,3308.413,2.871,21.474,-9.704,9.705,631.974,0.562,631.974,89.949,21.281,0.131,28.61,-80.594,1.804,-2.772e-5,20.171,-0.013,7.666,89.918
26.077,3308.545,2.386,21.408,-9.702,9.703,633.038,0.564,633.038,89.949,21.274,0.13,28.61,-80.594,1.797,-2.772e-5,20.336,-0.017,6.654,89.918
26.127,3308.652,1.901,21.353,-9.702,9.702,634.101,0.566,634.101,89.949,21.268,0.128,28.61,-80.594,1.763,-2.772e-5,20.489,-0.018,5.633,89.918
26.177,3308.735,1.416,21.309,-9.697,9.698,635.164,0.568,635.165,89.949,21.262,0.13,28.61,-80.593,1.758,-2.772e-5,20.642,-0.03,4.605,89.918
26.227,3308.794,0.931,21.275,-9.697,9.698,636.227,0.57,636.228,89.949,21.255,0.129,28.61,-80.593,1.706,-2.772e-5,20.798,-0.036,3.569,89.918
26.277,3308.828,0.446,21.253,-9.702,9.702,637.29,0.572,637.29,89.949,21.249,0.124,28.61,-80.593,1.624,-2.772e-5,20.936,-0.028,2.525,89.917
26.327,3308.838,-0.039,21.243,-9.704,9.705,638.352,0.574,638.353,89.948,21.243,0.121,28.61,-80.593,1.555,-2.772e-5,21.056,-0.021,1.475,89.917
26.377,3308.824,-0.525,21.243,-9.695,10.837,639.414,0.576,639.414,89.948,21.237,4.843,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.469,3308.734,-1.419,20.838,-9.55,10.568,641.353,0.58,641.353,89.948,20.79,4.527,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.564,3308.557,-2.323,20.493,-9.405,10.383,643.3,0.584,643.3,89.948,20.361,4.399,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.66,3308.29,-3.229,20.197,-9.256,10.247,645.241,0.587,645.241,89.948,19.938,4.395,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.758,3307.931,-4.132,19.941,-9.104,10.127,647.166,0.591,647.166,89.948,19.509,4.436,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.856,3307.478,-5.031,19.723,-8.964,9.95,649.07,0.595,649.071,89.947,19.071,4.32,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
26.957,3306.927,-5.932,19.558,-8.818,9.799,650.965,0.599,650.965,89.947,18.637,4.273,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.059,3306.276,-6.832,19.44,-8.687,9.614,652.845,0.602,652.845,89.947,18.2,4.119,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.163,3305.519,-7.735,19.382,-8.565,9.419,654.716,0.606,654.716,89.947,17.772,3.919,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.269,3304.649,-8.645,19.39,-8.45,9.225,656.58,0.61,656.581,89.947,17.356,3.701,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.378,3303.662,-9.561,19.464,-8.3,9.085,658.44,0.614,658.44,89.947,16.955,3.694,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.488,3302.56,-10.474,19.584,-8.147,8.942,660.284,0.618,660.284,89.946,16.548,3.686,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.599,3301.337,-11.385,19.748,-7.952,8.84,662.111,0.621,662.112,89.946,16.136,3.863,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.713,3299.999,-12.285,19.934,-7.791,8.695,663.912,0.625,663.912,89.946,15.699,3.862,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.828,3298.534,-13.181,20.16,-7.665,8.512,665.692,0.629,665.692,89.946,15.255,3.7,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
27.945,3296.933,-14.081,20.443,-7.532,8.335,667.459,0.633,667.459,89.946,14.82,3.568,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.065,3295.189,-14.985,20.777,-7.364,8.178,669.211,0.637,669.211,89.945,14.392,3.557,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.187,3293.302,-15.885,21.146,-7.277,7.971,670.944,0.641,670.945,89.945,13.957,3.253,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.313,3291.252,-16.798,21.581,-7.19,7.773,672.67,0.645,672.67,89.945,13.549,2.953,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.441,3289.031,-17.723,22.08,-7.032,7.594,674.388,0.649,674.389,89.945,13.169,2.866,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.573,3286.636,-18.649,22.615,-6.855,7.412,676.098,0.653,676.098,89.945,12.791,2.817,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.708,3284.058,-19.574,23.178,-6.584,7.245,677.798,0.657,677.798,89.944,12.411,3.025,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.846,3281.293,-20.483,23.736,-6.371,7.06,679.482,0.661,679.482,89.944,11.994,3.042,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
28.988,3278.328,-21.385,24.311,-6.174,6.863,681.15,0.665,681.151,89.944,11.563,2.995,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.133,3275.146,-22.285,24.908,-5.904,6.686,682.803,0.669,682.804,89.944,11.127,3.137,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.283,3271.747,-23.168,25.502,-5.645,6.505,684.433,0.673,684.433,89.944,10.657,3.232,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.437,3268.118,-24.036,26.095,-5.477,6.272,686.033,0.677,686.033,89.943,10.16,3.056,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.596,3264.216,-24.909,26.721,-5.32,6.021,687.614,0.682,687.614,89.943,9.673,2.82,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.762,3260.006,-25.793,27.386,-5.004,5.835,689.182,0.686,689.182,89.943,9.205,3,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
29.934,3255.512,-26.65,28.032,-4.777,5.6,690.715,0.69,690.715,89.943,8.691,2.922,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
30.112,3250.677,-27.504,28.691,-4.532,5.366,692.22,0.695,692.221,89.943,8.169,2.874,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
30.299,3245.473,-28.348,29.358,-4.293,5.117,693.693,0.699,693.693,89.942,7.633,2.784,28.61,-80.593,NaN,NaN,NaN,NaN,0.42,89.917
