0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000042e-02,0.000000000000000000e+00,1.787000000000000068e-04,1.069999999999999979e-01,1.789000000000000117e-04,1.069999999999999979e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.295999999999999853e-06,5.000000000000000104e-03,8.999299999999999500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
2.999999999999999889e-02,8.969000000000000355e-05,2.599999999999999881e-02,5.059999999999999609e+00,2.599999999999999881e-02,5.059999999999999609e+00,-3.336999999999999772e-07,0.000000000000000000e+00,3.336999999999999772e-07,2.700000000000000000e+02,5.862999999999999939e-05,5.000000000000000104e-03,8.902599999999999625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000083e-02,6.853999999999999633e-04,1.010000000000000064e-01,1.001500000000000057e+01,1.010000000000000064e-01,1.001500000000000057e+01,-1.176999999999999912e-06,0.000000000000000000e+00,1.176999999999999912e-06,2.700000000000000000e+02,1.101999999999999952e-04,5.000000000000000104e-03,8.624800000000000466e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000042e-03,2.260000000000000064e-01,1.497199999999999953e+01,2.260000000000000064e-01,1.497199999999999953e+01,-2.543000000000000047e-06,0.000000000000000000e+00,2.543000000000000047e-06,2.700000000000000000e+02,1.633999999999999873e-04,5.000000000000000104e-03,8.175600000000000023e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
5.999999999999999778e-02,5.000000000000000104e-03,4.010000000000000231e-01,1.993100000000000094e+01,4.010000000000000231e-01,1.993100000000000094e+01,-4.451999999999999896e-06,0.000000000000000000e+00,4.451999999999999896e-06,2.700000000000000000e+02,2.189000000000000082e-04,6.000000000000000125e-03,7.571800000000000352e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000666e-02,1.000000000000000021e-02,6.250000000000000000e-01,2.489199999999999946e+01,6.250000000000000000e-01,2.489199999999999946e+01,-6.934000000000000019e-06,0.000000000000000000e+00,6.934000000000000019e-06,2.700000000000000000e+02,2.782999999999999884e-04,6.000000000000000125e-03,6.850900000000000034e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000167e-02,1.799999999999999864e-02,8.990000000000000213e-01,2.985500000000000043e+01,8.990000000000000213e-01,2.985500000000000043e+01,-1.004000000000000044e-05,0.000000000000000000e+00,1.004000000000000044e-05,2.700000000000000000e+02,3.441000000000000157e-04,7.000000000000000146e-03,6.067600000000000193e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
8.999999999999999667e-02,2.900000000000000147e-02,1.221999999999999975e+00,3.482000000000000028e+01,1.221999999999999975e+00,3.482000000000000028e+01,-1.384999999999999953e-05,0.000000000000000000e+00,1.384999999999999953e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,5.284199999999999875e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000056e-01,4.299999999999999656e-02,1.594999999999999973e+00,3.978699999999999903e+01,1.594999999999999973e+00,3.978699999999999903e+01,-1.805000000000000167e-05,0.000000000000000000e+00,1.805000000000000167e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,4.553399999999999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000006e-01,6.099999999999999867e-02,2.017999999999999794e+00,4.475600000000000023e+01,2.017999999999999794e+00,4.475600000000000023e+01,-2.224999999999999873e-05,0.000000000000000000e+00,2.224999999999999873e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,3.846399999999999864e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.199999999999999956e-01,8.300000000000000433e-02,2.490000000000000213e+00,4.972699999999999676e+01,2.490000000000000213e+00,4.972699999999999676e+01,-2.644999999999999917e-05,0.000000000000000000e+00,2.644999999999999917e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,3.240899999999999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.300000000000000044e-01,1.110000000000000014e-01,3.012000000000000011e+00,5.469899999999999807e+01,3.012000000000000011e+00,5.469899999999999807e+01,-3.063999999999999802e-05,0.000000000000000000e+00,3.063999999999999802e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,2.735999999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.400000000000000133e-01,1.439999999999999891e-01,3.584000000000000075e+00,5.967399999999999949e+01,3.584000000000000075e+00,5.967399999999999949e+01,-3.483999999999999847e-05,0.000000000000000000e+00,3.483999999999999847e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,2.320599999999999952e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.459999999999999909e-01,1.660000000000000087e-01,3.951000000000000068e+00,6.265999999999999659e+01,3.951000000000000068e+00,6.265999999999999659e+01,-3.736000000000000144e-05,0.000000000000000000e+00,3.736000000000000144e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,2.108399999999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.549999999999999989e-01,2.039999999999999869e-01,4.514999999999999680e+00,6.273100000000000165e+01,4.514999999999999680e+00,6.273100000000000165e+01,-4.114000000000000252e-05,0.000000000000000000e+00,4.114000000000000252e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,1.869500000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.650000000000000078e-01,2.530000000000000027e-01,5.142999999999999794e+00,6.280899999999999750e+01,5.142999999999999794e+00,6.280899999999999750e+01,-4.534000000000000297e-05,0.000000000000000000e+00,4.534000000000000297e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,1.681899999999999906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.749999999999999889e-01,3.069999999999999951e-01,5.772000000000000242e+00,6.288799999999999812e+01,5.772000000000000242e+00,6.288799999999999812e+01,-4.953999999999999664e-05,0.000000000000000000e+00,4.953999999999999664e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,1.532300000000000040e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.849999999999999978e-01,3.679999999999999938e-01,6.400999999999999801e+00,6.296699999999999875e+01,6.400999999999999801e+00,6.296699999999999875e+01,-5.373999999999999708e-05,0.000000000000000000e+00,5.373999999999999708e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,1.410299999999999976e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.950000000000000067e-01,4.349999999999999978e-01,7.030999999999999694e+00,6.304500000000000171e+01,7.030999999999999694e+00,6.304500000000000171e+01,-5.793999999999999753e-05,0.000000000000000000e+00,5.793999999999999753e-05,2.700000000000000000e+02,4.199000000000000150e-04,0.000000000000000000e+00,1.308999999999999986e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
