Time,Time Reference(milisecond),Time Reference(seconds),fc1BaroValuesAltitude.distinct,fc1GpsValuesAltitude.distinct,fc1GpsValuesLongitude.distinct,fc1GpsValuesLatitude.distinct,fc1LowImuValuesAccelX.distinct,fc1LowImuValuesAccelY.distinct,fc1LowImuValuesAccelZ.distinct,fc1LowImuValuesGyroX.distinct,fc1LowImuValuesGyroY.distinct,fc1LowImuValuesGyroZ.distinct
1.76514E+12,-19997,-19.997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19992,-19.991999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19990,-19.990000000000002,595.4396973,undefined,undefined,undefined,1.019919991,0.028304001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19987,-19.987000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19986,-19.986,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19982,-19.982,undefined,undefined,undefined,undefined,1.01504004,0.026352001,0.040015999,-0.980000019,-0.699999988,1.330000043
1.76514E+12,-19977,-19.977,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19974,-19.974,undefined,undefined,undefined,undefined,1.01504004,0.028304001,0.040991999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19972,-19.972,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19967,-19.967,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19966,-19.966,undefined,undefined,undefined,undefined,1.013087988,0.030256001,0.043920003,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19962,-19.962,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19958,-19.958000000000002,undefined,undefined,undefined,undefined,1.012112021,0.029280001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19957,-19.957,596.0059204,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19952,-19.952,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19947,-19.947,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19942,-19.942,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19937,-19.937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19935,-19.935,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19934,-19.934,undefined,undefined,undefined,undefined,1.017968059,0.031232001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19932,-19.932,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19927,-19.927,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19926,-19.926,undefined,undefined,undefined,undefined,1.016016006,0.028304001,0.042943999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19922,-19.922,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19917,-19.916999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19912,-19.912,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19907,-19.907,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19902,-19.902,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19901,-19.901,595.3994141,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19900,-19.9,undefined,undefined,undefined,undefined,1.018944025,0.027328001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19897,-19.897,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19892,-19.892,undefined,undefined,undefined,undefined,1.016991973,0.029280001,0.040015999,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19887,-19.887,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19882,-19.881999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19877,-19.877000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19872,-19.872,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19870,-19.869999999999997,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19869,-19.869,undefined,undefined,undefined,undefined,1.018944025,0.029280001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19867,-19.866999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19862,-19.862000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19861,-19.861,undefined,undefined,undefined,undefined,1.01504004,0.029280001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19859,-19.859,595.6678467,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19857,-19.857,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19852,-19.852,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19847,-19.847,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19842,-19.842,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19837,-19.837,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19836,-19.836000000000002,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19835,-19.835,undefined,undefined,undefined,undefined,1.016016006,0.030256001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19832,-19.832,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19827,-19.827,undefined,undefined,undefined,undefined,1.016016006,0.030256001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19822,-19.822,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19817,-19.817,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19812,-19.812,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19807,-19.807,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19802,-19.802,undefined,629.2850342,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19801,-19.801,595.9585571,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19800,-19.8,undefined,undefined,undefined,undefined,1.014064074,0.026352001,0.041968003,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19797,-19.797,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19792,-19.791999999999998,undefined,undefined,undefined,undefined,1.016016006,0.027328001,0.038063999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19787,-19.787,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19782,-19.782,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19777,-19.777,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19772,-19.772,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19768,-19.768,undefined,629.2820435,-117.8091049,35.34692383,1.01504004,0.030256001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19767,-19.767,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19762,-19.762,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19760,-19.759999999999998,undefined,undefined,undefined,undefined,1.016016006,0.030256001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19758,-19.758000000000003,595.6101685,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19757,-19.756999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19752,-19.752000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19747,-19.747,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19742,-19.741999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19737,-19.737000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19732,-19.732,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19727,-19.727,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19722,-19.722,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19717,-19.717,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19715,-19.715,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19714,-19.714,undefined,undefined,undefined,undefined,1.018944025,0.030256001,0.041968003,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19712,-19.712,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19707,-19.707,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19702,-19.702,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19697,-19.697,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19692,-19.692,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19687,-19.687,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19686,-19.686,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19685,-19.685,undefined,undefined,undefined,undefined,1.014064074,0.028304001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19682,-19.682,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19677,-19.677,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19672,-19.672,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19666,-19.666,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19665,-19.665,595.7695313,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19664,-19.663999999999998,undefined,undefined,undefined,undefined,1.018944025,0.031232001,0.040015999,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19661,-19.661,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19656,-19.656,undefined,undefined,undefined,undefined,1.016991973,0.026352001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19651,-19.651,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19648,-19.648,undefined,undefined,undefined,undefined,1.016991973,0.030256001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19646,-19.646,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19641,-19.641,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19636,-19.636000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19631,-19.631,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19630,-19.630000000000003,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19629,-19.628999999999998,undefined,undefined,undefined,undefined,1.016016006,0.029280001,0.039039999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19626,-19.625999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19621,-19.621000000000002,undefined,undefined,undefined,undefined,1.016016006,0.029280001,0.039039999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19620,-19.619999999999997,595.5658569,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19616,-19.616,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19613,-19.613,undefined,undefined,undefined,undefined,1.014064074,0.029280001,0.039039999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19612,-19.612000000000002,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19611,-19.611,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19606,-19.606,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19605,-19.605,undefined,undefined,undefined,undefined,1.016991973,0.028304001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19601,-19.601,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19597,-19.597,undefined,undefined,undefined,undefined,1.016016006,0.028304001,0.040991999,-0.980000019,-0.629999995,1.399999976
1.76514E+12,-19596,-19.596,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19591,-19.591,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19589,-19.589,undefined,undefined,undefined,undefined,1.016016006,0.028304001,0.040991999,-0.980000019,-0.629999995,1.399999976
1.76514E+12,-19586,-19.586000000000002,596.260376,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19581,-19.581,undefined,undefined,undefined,undefined,1.017968059,0.031232001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19576,-19.576,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19571,-19.571,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19567,-19.567,undefined,629.2820435,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19566,-19.566,undefined,undefined,undefined,undefined,1.018944025,0.030256001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19561,-19.561,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19558,-19.558,undefined,undefined,undefined,undefined,1.014064074,0.030256001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19556,-19.556,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19551,-19.551,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19550,-19.55,undefined,undefined,undefined,undefined,1.014064074,0.030256001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19546,-19.546,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19541,-19.541,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19536,-19.536,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19531,-19.531,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19526,-19.526,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19521,-19.521,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19520,-19.52,596.1293335,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19519,-19.519,undefined,undefined,undefined,undefined,1.016016006,0.026352001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19516,-19.516,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19511,-19.511000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19506,-19.506,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19501,-19.500999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19498,-19.497999999999998,undefined,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19496,-19.496000000000002,undefined,undefined,undefined,undefined,1.018944025,0.028304001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19491,-19.491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19487,-19.487000000000002,undefined,undefined,undefined,undefined,1.018944025,0.028304001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19486,-19.486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19481,-19.481,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19478,-19.478,undefined,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19477,-19.477,undefined,undefined,undefined,undefined,1.016991973,0.027328001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19476,-19.476,595.8983765,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19471,-19.471,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19469,-19.469,undefined,undefined,undefined,undefined,1.014064074,0.028304001,0.040991999,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19466,-19.466,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19461,-19.461000000000002,undefined,undefined,undefined,undefined,1.01504004,0.029280001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19456,-19.456,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19453,-19.453,undefined,undefined,undefined,undefined,1.014064074,0.029280001,0.044895999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19451,-19.451,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19446,-19.446,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19441,-19.441,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19436,-19.436,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19431,-19.431,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19426,-19.426,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19421,-19.421,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19420,-19.419999999999998,595.3290405,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19419,-19.419,undefined,undefined,undefined,undefined,1.016016006,0.028304001,0.038063999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19416,-19.416,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19411,-19.411,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19406,-19.406,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19401,-19.401,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19400,-19.4,undefined,629.28302,-117.8091049,35.34692383,1.016991973,0.029280001,0.040015999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19396,-19.396,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19392,-19.392,undefined,undefined,undefined,undefined,1.016991973,0.027328001,0.040991999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19391,-19.391,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19386,-19.386000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19384,-19.384,undefined,undefined,undefined,undefined,1.016991973,0.027328001,0.040991999,-0.980000019,-0.629999995,1.330000043
1.76514E+12,-19381,-19.381,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19380,-19.380000000000003,595.6763306,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19376,-19.375999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19371,-19.371000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19366,-19.366,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19365,-19.365000000000002,undefined,629.28302,-117.8091049,35.34692383,1.016016006,0.030256001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19361,-19.361,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19357,-19.357,undefined,undefined,undefined,undefined,1.017968059,0.031232001,0.041968003,-0.910000026,-0.629999995,1.25999999
1.76514E+12,-19356,-19.356,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19351,-19.351,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19349,-19.349,undefined,undefined,undefined,undefined,1.01504004,0.027328001,0.042943999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19346,-19.346,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19345,-19.345,undefined,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19344,-19.344,595.0723267,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19341,-19.341,undefined,undefined,undefined,undefined,1.014064074,0.031232001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19336,-19.336000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19333,-19.333000000000002,undefined,undefined,undefined,undefined,1.014064074,0.031232001,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19331,-19.331,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19326,-19.326,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19325,-19.325,undefined,undefined,undefined,undefined,1.01504004,0.029280001,0.043920003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19321,-19.321,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19317,-19.317,undefined,undefined,undefined,undefined,1.014064074,0.025376,0.040015999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19316,-19.316,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19311,-19.311,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19306,-19.306,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19301,-19.301,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19296,-19.296,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19291,-19.291,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19286,-19.286,undefined,629.28302,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19285,-19.285,595.2462158,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19284,-19.284,undefined,undefined,undefined,undefined,1.016016006,0.031232001,0.039039999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19281,-19.281,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19276,-19.276,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19271,-19.271,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19266,-19.266,undefined,629.2840576,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19265,-19.265,undefined,undefined,undefined,undefined,1.017968059,0.028304001,0.043920003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19261,-19.261000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19257,-19.256999999999998,undefined,undefined,undefined,undefined,1.017968059,0.028304001,0.040991999,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19256,-19.256,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19251,-19.250999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19249,-19.249000000000002,undefined,undefined,undefined,undefined,1.01504004,0.029280001,0.041968003,-0.910000026,-0.629999995,1.330000043
1.76514E+12,-19246,-19.246000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19241,-19.241,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19236,-19.236,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19232,-19.232,undefined,629.2840576,-117.8091049,35.34692383,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,-19231,-19.231,undefined,undefined,undefined,undefined,1.016016006,0.027328001,0.040015999,-0.910000026,-0.629999995,1.330000043
