Time,Time Reference(milisecond),Time Reference(seconds),fc1BaroValuesAltitude.distinct,fc1GpsValuesAltitude.distinct,fc1GpsValuesLongitude.distinct,fc1GpsValuesLatitude.distinct,fc1LowImuValuesAccelX.distinct,fc1LowImuValuesAccelY.distinct,fc1LowImuValuesAccelZ.distinct,fc1LowImuValuesGyroX.distinct,fc1LowImuValuesGyroY.distinct,fc1LowImuValuesGyroZ.distinct
1.76514E+12,19679,19.679,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19681,19.681,undefined,undefined,undefined,undefined,-0.027328001,0.012688,0,-38.22000122,5.53000021,7.699999809
1.76514E+12,19682,19.682,3489.39209,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19684,19.684,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19689,19.689,undefined,undefined,undefined,undefined,-0.0244,0.017568002,0.028304001,-38.22000122,5.670000076,7.699999809
1.76514E+12,19694,19.694,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19697,19.697,undefined,undefined,undefined,undefined,-0.0244,0.017568002,0.028304001,-38.22000122,5.670000076,7.699999809
1.76514E+12,19699,19.699,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19704,19.704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19709,19.709,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19714,19.714,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19719,19.719,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19724,19.724,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19725,19.725,undefined,3174.191162,-117.8139114,35.34653473,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19729,19.729,undefined,undefined,undefined,undefined,-0.020496,0.015616001,0.006832,-37.86999893,5.389999866,7.909999847
1.76514E+12,19734,19.734,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19739,19.738999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19744,19.744,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19747,19.747,undefined,3175.675049,-117.8139267,35.34653473,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19748,19.747999999999998,3491.379883,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19749,19.749000000000002,undefined,undefined,undefined,undefined,-0.0244,0.017568002,0.020496,-37.79999924,5.460000038,7.980000019
1.76514E+12,19754,19.753999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19757,19.756999999999998,undefined,undefined,undefined,undefined,-0.025376,0.017568002,0.00976,-37.65999985,5.389999866,8.050000191
1.76514E+12,19759,19.759,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19764,19.764,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19765,19.765,undefined,undefined,undefined,undefined,-0.023424,0.016592002,0.012688,-37.59000015,5.460000038,8.18999958
1.76514E+12,19769,19.769,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19774,19.774,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19779,19.779,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19780,19.78,undefined,3177.15918,-117.8139267,35.34653091,-0.025376,0.013664001,0.008784001,-37.52000046,5.389999866,8.260000229
1.76514E+12,19784,19.784,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19788,19.788,undefined,undefined,undefined,undefined,-0.025376,0.013664001,0.008784001,-37.52000046,5.389999866,8.260000229
1.76514E+12,19789,19.788999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19790,19.79,3495.813232,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19794,19.794,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19796,19.796,undefined,undefined,undefined,undefined,-0.026352001,0.018544002,0.021472,-37.45000076,5.460000038,8.260000229
1.76514E+12,19799,19.799,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19804,19.804,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19809,19.809,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19814,19.814,undefined,3178.643066,-117.813942,35.34653091,-0.023424,0.014640001,0.022448,-37.31000137,5.53000021,8.329999924
1.76514E+12,19819,19.819,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19822,19.822,undefined,undefined,undefined,undefined,-0.0244,0.014640001,0.012688,-37.24000168,5.460000038,8.399999619
1.76514E+12,19824,19.824,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19829,19.829,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19830,19.830000000000002,undefined,undefined,undefined,undefined,-0.0244,0.014640001,0.012688,-37.24000168,5.460000038,8.399999619
1.76514E+12,19834,19.834,undefined,3178.643066,-117.813942,35.34653091,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19835,19.835,3498.514404,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19838,19.838,undefined,undefined,undefined,undefined,-0.021472,0.01952,0.013664001,-37.24000168,5.53000021,8.399999619
1.76514E+12,19839,19.839,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19844,19.844,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19846,19.846,undefined,undefined,undefined,undefined,-0.025376,0.011712,0.026352001,-37.16999817,5.53000021,8.399999619
1.76514E+12,19849,19.849,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19854,19.854,undefined,undefined,undefined,undefined,-0.023424,0.013664001,0.002928,-37.09999847,5.460000038,8.470000267
1.76514E+12,19859,19.859,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19862,19.862000000000002,undefined,undefined,undefined,undefined,-0.025376,0.018544002,0.022448,-37.02999878,5.599999905,8.399999619
1.76514E+12,19864,19.863999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19869,19.869,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19874,19.874000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19879,19.878999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19884,19.884,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19889,19.889,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19893,19.893,undefined,3181.612061,-117.8139496,35.3465271,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19894,19.894,3501.580811,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19895,19.895,undefined,undefined,undefined,undefined,-0.01952,0.012688,0.021472,-36.88999939,5.599999905,8.470000267
1.76514E+12,19899,19.899,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19904,19.904,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19909,19.909,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19914,19.913999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19915,19.915,undefined,3183.096191,-117.8139496,35.3465271,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19916,19.916,undefined,undefined,undefined,undefined,-0.025376,0.011712,0.014640001,-36.81999969,5.670000076,8.399999619
1.76514E+12,19919,19.919,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19924,19.924,undefined,undefined,undefined,undefined,-0.020496,0.016592002,0.016592002,-36.75,5.670000076,8.399999619
1.76514E+12,19929,19.929,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19932,19.932,undefined,undefined,undefined,undefined,-0.020496,0.016592002,0.016592002,-36.75,5.670000076,8.399999619
1.76514E+12,19934,19.934,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19939,19.939,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19944,19.944,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19948,19.948,undefined,3184.581055,-117.8139648,35.3465271,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19949,19.949,3506.927979,undefined,undefined,undefined,-0.023424,0.014640001,0.022448,-36.61000061,5.670000076,8.329999924
1.76514E+12,19954,19.954,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19957,19.957,undefined,undefined,undefined,undefined,-0.016592002,0.008784001,0.00976,-36.54000092,5.670000076,8.260000229
1.76514E+12,19959,19.959,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19964,19.964,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19965,19.965,undefined,undefined,undefined,undefined,-0.020496,0.014640001,0.01952,-36.47000122,5.809999943,8.329999924
1.76514E+12,19969,19.969,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19974,19.974,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19979,19.979,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19983,19.983,undefined,3186.065186,-117.8139648,35.3465271,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19984,19.984,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19989,19.988999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19994,19.994,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,19999,19.999000000000002,undefined,undefined,undefined,undefined,-0.022448,0.010736,0.020496,-36.25999832,5.809999943,8.18999958
1.76514E+12,20002,20.002000000000002,undefined,3187.549072,-117.8139801,35.3465271,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20004,20.003999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20007,20.006999999999998,undefined,undefined,undefined,undefined,-0.023424,0.011712,0.012688,-36.25999832,5.880000114,8.18999958
1.76514E+12,20009,20.009,3510.329346,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20014,20.014,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20015,20.015,undefined,undefined,undefined,undefined,-0.020496,0.014640001,0.01952,-36.11999893,5.949999809,8.18999958
1.76514E+12,20019,20.019,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20023,20.023,undefined,undefined,undefined,undefined,-0.020496,0.014640001,0.01952,-36.11999893,5.949999809,8.18999958
1.76514E+12,20024,20.024,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20029,20.029,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20031,20.031,undefined,undefined,undefined,undefined,-0.018544002,0.011712,0.00976,-36.04999924,5.949999809,8.18999958
1.76514E+12,20034,20.034,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20039,20.038999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20044,20.044,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20049,20.049,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20053,20.053,undefined,3189.03418,-117.8139801,35.34652328,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20054,20.054,3513.527344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20055,20.055,undefined,undefined,undefined,undefined,-0.021472,0.011712,0.012688,-35.97999954,6.019999981,8.050000191
1.76514E+12,20059,20.059,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20063,20.063,undefined,undefined,undefined,undefined,-0.022448,0.00976,0.018544002,-35.90999985,6.019999981,8.050000191
1.76514E+12,20064,20.064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20069,20.069,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20074,20.074,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20079,20.079,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20084,20.084,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20087,20.087,undefined,3190.518066,-117.8139954,35.34652328,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20088,20.088,undefined,undefined,undefined,undefined,-0.021472,0.011712,0.012688,-35.70000076,6.159999847,7.980000019
1.76514E+12,20089,20.089,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20094,20.094,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20096,20.096,undefined,undefined,undefined,undefined,-0.021472,0.011712,0.012688,-35.70000076,6.159999847,7.980000019
1.76514E+12,20098,20.098,3516.632324,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20099,20.099,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20104,20.104,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20109,20.109,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20114,20.113999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20119,20.119,undefined,3192.002197,-117.8139954,35.34652328,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20120,20.119999999999997,undefined,undefined,undefined,undefined,-0.016592002,0.012688,0.014640001,-35.56000137,6.159999847,7.909999847
1.76514E+12,20124,20.124000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20128,20.128,undefined,undefined,undefined,undefined,-0.017568002,0.00976,0.015616001,-35.49000168,6.230000019,7.909999847
1.76514E+12,20129,20.128999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20134,20.134,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20139,20.139,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20144,20.144,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20149,20.149,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20153,20.153,3519.807617,3193.487061,-117.814003,35.34651947,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20154,20.154,undefined,undefined,undefined,undefined,-0.018544002,0.011712,0.015616001,-35.41999817,6.159999847,7.840000153
1.76514E+12,20159,20.159,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20162,20.162,undefined,undefined,undefined,undefined,-0.015616001,0.010736,0.018544002,-35.27999878,6.159999847,7.909999847
1.76514E+12,20164,20.163999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20169,20.169,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20174,20.174,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20179,20.179,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20184,20.184,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20186,20.186,undefined,3194.971191,-117.814003,35.34651947,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20187,20.187,undefined,undefined,undefined,undefined,-0.018544002,0.010736,0.017568002,-35.13999939,6.230000019,7.909999847
1.76514E+12,20189,20.189,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20194,20.194,undefined,undefined,undefined,undefined,-0.021472,0.013664001,0.016592002,-35.06999969,6.159999847,7.909999847
1.76514E+12,20196,20.196,3524.057129,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20199,20.199,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20204,20.204,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20209,20.209,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20214,20.214,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20219,20.219,undefined,3196.455078,-117.8140182,35.34651566,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20220,20.22,undefined,undefined,undefined,undefined,-0.016592002,0.017568002,0.030256001,-35,6.230000019,7.909999847
1.76514E+12,20224,20.224,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20228,20.228,undefined,undefined,undefined,undefined,-0.016592002,0.014640001,0.00976,-34.93000031,6.019999981,7.909999847
1.76514E+12,20229,20.229,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20234,20.234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20239,20.238999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20244,20.244,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20249,20.249000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20253,20.253,undefined,3199.266113,-117.814003,35.34651947,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20254,20.253999999999998,3527.839355,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20255,20.255000000000003,undefined,undefined,undefined,undefined,-0.017568002,0.014640001,0.006832,-34.72000122,6.019999981,7.909999847
1.76514E+12,20259,20.259,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20263,20.262999999999998,undefined,undefined,undefined,undefined,-0.01952,0.016592002,0.031232001,-34.65000153,6.019999981,7.980000019
1.76514E+12,20264,20.264,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20269,20.269,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20274,20.274,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20279,20.279,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20284,20.284,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20289,20.288999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20294,20.294,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20299,20.299,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20303,20.303,undefined,3200.593262,-117.814003,35.34651566,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20304,20.304,undefined,undefined,undefined,undefined,-0.017568002,0.00976,0.00976,-34.43999863,5.739999771,8.050000191
1.76514E+12,20309,20.309,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20314,20.314,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20319,20.319,undefined,3201.920166,-117.8140182,35.34651566,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20320,20.32,3531.123291,undefined,undefined,undefined,-0.016592002,0.014640001,0.027328001,-34.36999893,5.809999943,8.119999886
1.76514E+12,20324,20.324,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20328,20.328,undefined,undefined,undefined,undefined,-0.016592002,0.011712,0.022448,-34.29999924,5.670000076,8.119999886
1.76514E+12,20329,20.329,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20334,20.334,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20336,20.336000000000002,undefined,undefined,undefined,undefined,-0.015616001,0.013664001,0.013664001,-34.22999954,5.599999905,8.119999886
1.76514E+12,20339,20.339,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20344,20.344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20349,20.349,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20354,20.354,undefined,3203.246094,-117.8140182,35.34651566,-0.017568002,0.014640001,0.016592002,-34.22999954,5.53000021,8.18999958
1.76514E+12,20359,20.359,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20362,20.362000000000002,undefined,undefined,undefined,undefined,-0.017568002,0.014640001,0.016592002,-34.22999954,5.53000021,8.18999958
1.76514E+12,20364,20.363999999999997,3535.121094,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20369,20.369,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20370,20.369999999999997,undefined,undefined,undefined,undefined,-0.017568002,0.011712,0.016592002,-34.15999985,5.53000021,8.260000229
1.76514E+12,20374,20.374000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20379,20.378999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20384,20.384,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20388,20.387999999999998,undefined,3204.573242,-117.8140335,35.34651566,-0.017568002,0.011712,0.01952,-34.02000046,5.460000038,8.260000229
1.76514E+12,20389,20.389,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20394,20.394,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20396,20.396,undefined,undefined,undefined,undefined,-0.016592002,0.015616001,0.014640001,-33.95000076,5.460000038,8.329999924
1.76514E+12,20399,20.399,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20404,20.404,undefined,undefined,undefined,undefined,-0.016592002,0.015616001,0.014640001,-33.95000076,5.460000038,8.329999924
1.76514E+12,20409,20.409,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20414,20.413999999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20419,20.419,undefined,3205.900146,-117.8140335,35.34651566,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20420,20.419999999999998,3539.519287,undefined,undefined,undefined,-0.015616001,0.013664001,0.014640001,-33.88000107,5.389999866,8.470000267
1.76514E+12,20424,20.424,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20428,20.428,undefined,undefined,undefined,undefined,-0.017568002,0.015616001,0.015616001,-33.81000137,5.389999866,8.609999657
1.76514E+12,20429,20.429,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20434,20.434,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20436,20.436,undefined,undefined,undefined,undefined,-0.014640001,0.015616001,0.020496,-33.74000168,5.320000172,8.680000305
1.76514E+12,20439,20.439,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20444,20.444,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20449,20.449,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20452,20.452,undefined,3207.226074,-117.8140411,35.34651566,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20453,20.453,undefined,undefined,undefined,undefined,-0.014640001,0.015616001,0.013664001,-33.74000168,5.25,8.75
1.76514E+12,20454,20.454,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20459,20.459,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20461,20.461000000000002,undefined,undefined,undefined,undefined,-0.016592002,0.015616001,0.021472,-33.66999817,5.25,8.75
1.76514E+12,20463,20.463,3541.473877,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20464,20.464,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20469,20.469,undefined,undefined,undefined,undefined,-0.013664001,0.011712,0.014640001,-33.59999847,5.179999828,8.819999695
1.76514E+12,20474,20.474,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20479,20.479,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20484,20.484,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20488,20.488,undefined,3208.553223,-117.8140411,35.34651184,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20489,20.488999999999997,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1.76514E+12,20494,20.494,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
