time,acceleration,time,lat. X accel.,lat. Y accel.,time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time, QX, QY, QZ, QW, Angle,time,temperature,time,GPS Time of Week, valid leap seconds, leap seconds,time,lat,long,GPS MSL,SVs
775.349,-0.964844,775.351,-0.015625,0.03125,775.341,0,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.361,-0.953125,775.362,-0.0117188,0.03125,775.351,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.368,-0.953125,775.369,-0.0117188,0.03125,775.362,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.382,-0.941406,775.382,-0.0117188,0.0273438,775.37,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.388,-0.949219,775.392,-0.0117188,0.03125,775.383,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.401,-0.953125,775.401,-0.0117188,0.03125,775.392,0.07,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.408,-0.949219,775.409,-0.0117188,0.0273438,775.403,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.419,-0.945312,775.419,-0.0117188,0.0273438,775.413,0,-0.07,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.429,-0.949219,775.429,-0.0117188,0.0273438,775.42,0,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.438,-0.960938,775.439,-0.0117188,0.03125,775.43,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.449,-0.953125,775.45,-0.0117188,0.0273438,775.444,0.14,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.458,-0.945312,775.466,-0.0117188,0.03125,775.451,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.476,-0.945312,775.476,-0.0117188,0.0273438,775.467,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.482,-0.949219,775.482,-0.0117188,0.03125,775.476,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.491,-0.949219,775.492,-0.0117188,0.03125,775.483,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.498,-0.9375,775.499,-0.0117188,0.03125,775.492,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.511,-0.953125,775.511,-0.0117188,0.03125,775.501,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.519,-0.945312,775.519,-0.0117188,0.0273438,775.512,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.529,-0.953125,775.53,-0.0117188,0.0273438,775.52,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.54,-0.949219,775.541,-0.0117188,0.03125,775.531,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.549,-0.953125,775.551,-0.0117188,0.0273438,775.541,0.14,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.562,-0.949219,775.563,-0.0117188,0.0273438,775.554,0.14,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.574,-0.945312,775.575,-0.0117188,0.0273438,775.564,0.14,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.58,-0.941406,775.581,-0.0117188,0.0273438,775.575,0,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.588,-0.941406,775.588,-0.015625,0.03125,775.581,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.6,-0.953125,775.6,-0.0117188,0.0273438,775.591,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.61,-0.9375,775.61,-0.0117188,0.03125,775.6,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.619,-0.941406,775.62,-0.0117188,0.03125,775.61,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.628,-0.945312,775.629,-0.0117188,0.0273438,775.62,0.14,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.637,-0.9375,775.638,-0.0117188,0.03125,775.63,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.65,-0.941406,775.651,-0.0117188,0.03125,775.643,0,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.66,-0.945312,775.66,-0.0117188,0.03125,775.651,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.675,-0.9375,775.675,-0.0117188,0.03125,775.661,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.68,-0.957031,775.68,-0.0117188,0.0273438,775.675,0,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.689,-0.960938,775.69,-0.0117188,0.0234375,775.681,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.699,-0.953125,775.7,-0.0117188,0.0273438,775.69,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.71,-0.945312,775.711,-0.015625,0.03125,775.7,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.717,-0.945312,775.718,-0.0117188,0.03125,775.711,0.07,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.731,-0.9375,775.732,-0.015625,0.03125,775.722,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.738,-0.949219,775.739,-0.0117188,0.0273438,775.733,0,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.747,-0.949219,775.752,-0.0117188,0.0273438,775.739,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.76,-0.949219,775.76,-0.0117188,0.03125,775.753,0,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.767,-0.949219,775.769,-0.0117188,0.03125,775.761,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.777,-0.949219,775.777,-0.0117188,0.03125,775.773,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.79,-0.949219,775.791,-0.0117188,0.0273438,775.779,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.797,-0.933594,775.797,-0.0117188,0.03125,775.791,0,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.811,-0.945312,775.807,-0.0117188,0.0273438,775.798,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.818,-0.945312,775.819,-0.0117188,0.03125,775.813,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.826,-0.945312,775.827,-0.0078125,0.03125,775.819,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.836,-0.945312,775.839,-0.0117188,0.03125,775.831,0.07,-0.07,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.847,-0.953125,775.848,-0.015625,0.03125,775.839,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.859,-0.945312,775.86,-0.0117188,0.03125,775.849,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.867,-0.957031,775.868,-0.0117188,0.0273438,775.86,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.876,-0.957031,775.882,-0.0117188,0.03125,775.869,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.889,-0.953125,775.889,-0.0117188,0.03125,775.883,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.896,-0.953125,775.901,-0.0117188,0.03125,775.89,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.906,-0.953125,775.907,-0.0078125,0.0273438,775.902,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.919,-0.949219,775.92,-0.0117188,0.03125,775.914,0.14,-0.28,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.929,-0.9375,775.93,-0.0117188,0.0351562,775.92,0.14,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.939,-0.949219,775.939,-0.0117188,0.0273438,775.93,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.949,-0.949219,775.949,-0.0117188,0.0273438,775.94,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.962,-0.941406,775.962,-0.0078125,0.03125,775.949,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.968,-0.953125,775.968,-0.0117188,0.03125,775.963,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.976,-0.953125,775.98,-0.0117188,0.03125,775.969,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.989,-0.953125,775.989,-0.0117188,0.03125,775.98,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775.999,-0.953125,775.999,-0.0117188,0.03125,775.989,0,-0.28,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.007,-0.953125,776.008,-0.0117188,0.03125,775.999,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.019,-0.945312,776.019,-0.0117188,0.0273438,776.009,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.03,-0.957031,776.03,-0.0117188,0.0273438,776.02,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.039,-0.953125,776.039,-0.0117188,0.03125,776.031,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.047,-0.953125,776.047,-0.0117188,0.03125,776.039,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.059,-0.949219,776.059,-0.0117188,0.03125,776.051,0.14,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.067,-0.949219,776.068,-0.0117188,0.03125,776.06,0.14,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.076,-0.949219,776.077,-0.0117188,0.03125,776.07,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.088,-0.941406,776.089,-0.0117188,0.0273438,776.078,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.098,-0.949219,776.099,-0.0117188,0.0273438,776.089,0,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.105,-0.9375,776.106,-0.015625,0.0273438,776.099,0,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.118,-0.949219,776.119,-0.0117188,0.0273438,776.113,0.14,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.127,-0.960938,776.128,-0.0117188,0.03125,776.119,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.138,-0.953125,776.139,-0.0078125,0.03125,776.128,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.147,-0.953125,776.147,-0.0117188,0.03125,776.139,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.159,-0.949219,776.16,-0.0117188,0.03125,776.148,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.167,-0.945312,776.167,-0.0117188,0.03125,776.161,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.177,-0.945312,776.178,-0.0117188,0.03125,776.168,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.187,-0.964844,776.187,-0.0117188,0.0273438,776.178,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.197,-0.949219,776.198,-0.0117188,0.0273438,776.188,0.14,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.206,-0.945312,776.206,-0.0117188,0.03125,776.198,0.07,-0.07,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.218,-0.949219,776.219,-0.0117188,0.03125,776.207,0.07,-0.07,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.228,-0.941406,776.229,-0.0117188,0.03125,776.219,0.14,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.236,-0.941406,776.237,-0.0117188,0.03125,776.229,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.246,-0.949219,776.246,-0.0117188,0.0273438,776.238,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.257,-0.953125,776.257,-0.0117188,0.0273438,776.247,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.265,-0.949219,776.265,-0.0117188,0.0273438,776.258,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.275,-0.949219,776.276,-0.0117188,0.0273438,776.266,0,-0.14,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.287,-0.945312,776.287,-0.0117188,0.0273438,776.277,0,-0.14,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.297,-0.945312,776.297,-0.015625,0.03125,776.287,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.305,-0.957031,776.305,-0.0078125,0.03125,776.299,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.317,-0.941406,776.317,-0.0117188,0.03125,776.306,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.325,-0.945312,776.326,-0.0117188,0.0273438,776.32,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.336,-0.949219,776.337,-0.0117188,0.0273438,776.327,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.345,-0.960938,776.346,-0.0117188,0.03125,776.337,0.21,-0.21,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.361,-0.949219,776.361,-0.0117188,0.0273438,776.347,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.372,-0.9375,776.373,-0.0117188,0.03125,776.362,0,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.378,-0.945312,776.378,-0.0117188,0.0351562,776.373,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.387,-0.949219,776.387,-0.0117188,0.0273438,776.379,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.397,-0.953125,776.397,-0.0117188,0.0273438,776.387,0.21,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.407,-0.941406,776.407,-0.0117188,0.0273438,776.397,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.414,-0.9375,776.418,-0.0117188,0.0273438,776.407,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.425,-0.941406,776.427,-0.015625,0.0273438,776.418,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.436,-0.949219,776.437,-0.0117188,0.0273438,776.427,0.07,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.447,-0.957031,776.447,-0.0117188,0.03125,776.437,0.21,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.454,-0.953125,776.455,-0.0117188,0.03125,776.448,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.465,-0.949219,776.466,-0.015625,0.03125,776.462,0,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.477,-0.949219,776.477,-0.015625,0.03125,776.467,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.484,-0.941406,776.485,-0.0117188,0.0234375,776.477,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.494,-0.9375,776.498,-0.0117188,0.0273438,776.489,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.505,-0.953125,776.506,-0.0078125,0.03125,776.5,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.517,-0.9375,776.518,-0.0117188,0.03125,776.507,0.14,-0.28,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.525,-0.960938,776.526,-0.0117188,0.03125,776.518,0.07,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.537,-0.941406,776.537,-0.0117188,0.03125,776.527,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.545,-0.953125,776.546,-0.0117188,0.0273438,776.537,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.559,-0.953125,776.56,-0.0117188,0.03125,776.547,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.572,-0.945312,776.573,-0.0117188,0.0273438,776.56,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.577,-0.953125,776.578,-0.0117188,0.03125,776.573,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.586,-0.957031,776.587,-0.0117188,0.03125,776.578,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.596,-0.953125,776.596,-0.0117188,0.0273438,776.587,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.604,-0.945312,776.604,-0.0117188,0.03125,776.596,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.615,-0.953125,776.615,-0.0117188,0.03125,776.605,0.21,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.626,-0.9375,776.626,-0.0078125,0.03125,776.616,0,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.636,-0.9375,776.636,-0.0117188,0.0273438,776.627,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.644,-0.949219,776.645,-0.0117188,0.03125,776.637,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.658,-0.949219,776.659,-0.015625,0.0273438,776.646,0.07,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.671,-0.953125,776.671,-0.0117188,0.03125,776.66,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.677,-0.949219,776.679,-0.0117188,0.0273438,776.672,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.685,-0.941406,776.685,-0.0117188,0.0273438,776.68,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.694,-0.953125,776.695,-0.0117188,0.03125,776.686,0.07,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.706,-0.949219,776.706,-0.0117188,0.03125,776.696,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.713,-0.949219,776.716,-0.0117188,0.0273438,776.706,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.726,-0.941406,776.726,-0.0117188,0.03125,776.717,0,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.736,-0.957031,776.737,-0.0117188,0.03125,776.726,0,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.743,-0.957031,776.747,-0.0117188,0.0273438,776.738,0,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.753,-0.949219,776.763,-0.0117188,0.03125,776.747,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.763,-0.949219,776.773,-0.0117188,0.03125,776.764,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.773,-0.949219,776.779,-0.0117188,0.03125,776.774,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.784,-0.949219,776.785,-0.0117188,0.03125,776.78,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.795,-0.953125,776.796,-0.0117188,0.0273438,776.786,0,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.806,-0.949219,776.806,-0.0117188,0.0273438,776.796,0.07,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.814,-0.953125,776.815,-0.0117188,0.0273438,776.807,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.825,-0.945312,776.825,-0.0117188,0.03125,776.816,0,-0.07,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.835,-0.941406,776.836,-0.0117188,0.0273438,776.826,0.07,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.844,-0.953125,776.844,-0.0078125,0.0273438,776.836,0,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.855,-0.957031,776.855,-0.0117188,0.03125,776.848,0,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.868,-0.953125,776.869,-0.0117188,0.0273438,776.855,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.874,-0.953125,776.875,-0.0117188,0.03125,776.87,0,-0.21,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.885,-0.941406,776.886,-0.0117188,0.0273438,776.876,0.14,-0.14,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.892,-0.941406,776.893,-0.0117188,0.0273438,776.886,0.14,-0.14,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.903,-0.945312,776.904,-0.0117188,0.03125,776.899,0,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776.913,-0.953125,776.914,-0.0117188,0.03125,776.904,0.07,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
