time,acceleration,time,lat. X accel.,lat. Y accel.,time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time, QX, QY, QZ, QW, Angle,time,temperature,time,GPS Time of Week, valid leap seconds, leap seconds,time,lat,long,GPS MSL,SVs
230.902,1.04688,230.902,-0.015625,-0.015625,230.903,0,-0.14,0,461.825,95051,535.86,-0.337891,700.538,0.0242,700.545,0.0153,700.545,3.3,700.546,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.001,1.05078,231.001,-0.015625,-0.015625,231.002,0.07,-0.07,-0.07,462.025,95054,535.595,-0.602112,700.59,0.0242,700.59,0.0153,700.591,3.3,700.591,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.101,1.04297,231.102,-0.015625,-0.015625,231.102,0.07,-0.21,-0.07,462.225,95053,535.683,-0.514954,700.641,0.0242,700.641,0.0161,700.642,3.3,700.642,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.2,1.04688,231.202,-0.015625,-0.015625,231.202,0,-0.14,-0.07,462.425,95049,536.034,-0.163513,700.688,0.0242,700.688,0.0161,700.693,3.3,700.693,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.3,1.03906,231.302,-0.015625,-0.015625,231.303,0,-0.07,-0.14,462.626,95051,535.86,-0.337891,700.743,0.0242,700.744,0.0153,700.744,3.3,700.744,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.4,1.04297,231.401,-0.015625,-0.015625,231.402,-0.07,-0.07,-0.14,462.825,95047,536.208,0.0108643,700.79,0.0242,700.79,0.0153,700.79,3.3,700.79,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.5,1.04688,231.503,-0.015625,-0.015625,231.506,0.14,-0.21,-0.14,463.025,95049,536.034,-0.163513,700.842,0.0242,700.843,0.0153,700.844,3.3,700.844,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.601,1.04297,231.602,-0.015625,-0.015625,231.602,0,-0.07,-0.14,463.226,95052,535.772,-0.42511,700.89,0.0234,700.891,0.0153,700.891,3.3,700.891,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.7,1.04688,231.708,-0.015625,-0.015625,231.708,0.07,-0.14,-0.07,463.425,95050,535.947,-0.250732,700.937,0.0234,700.937,0.0153,700.938,3.3,700.945,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.801,1.03516,231.802,-0.015625,-0.015625,231.802,0,-0.14,0,463.627,95052,535.772,-0.42511,700.987,0.0234,700.988,0.0161,700.989,3.3,700.989,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.9,1.05078,231.901,-0.015625,-0.015625,231.902,0.07,-0.14,0,463.825,95055,535.508,-0.689331,701.038,0.0234,701.039,0.0161,701.039,3.3,701.04,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.04297,232.001,-0.015625,-0.015625,232.003,0,-0.07,-0.07,464.025,95058,535.247,-0.950928,701.091,0.0234,701.091,0.0161,701.091,3.3,701.092,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.1,1.04297,232.101,-0.0195312,-0.0117188,232.109,0.07,-0.14,0,464.225,95046,536.296,0.0980835,701.139,0.0234,701.14,0.0161,701.141,3.3,701.141,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.201,1.04688,232.201,-0.015625,-0.015625,232.202,0.14,-0.07,-0.07,464.425,95050,535.947,-0.250732,701.188,0.0234,701.188,0.0161,701.188,3.3,701.188,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.3,1.04297,232.301,-0.015625,-0.0195312,232.307,0,-0.14,-0.07,464.625,95052,535.772,-0.42511,701.235,0.0234,701.24,0.0161,701.24,3.3,701.24,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.401,1.03516,232.401,-0.015625,-0.015625,232.408,-0.07,-0.14,0,464.825,95049,536.034,-0.163513,701.289,0.0234,701.289,0.0161,701.289,3.3,701.289,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.5,1.03516,232.502,-0.015625,-0.015625,232.503,0,-0.14,0,465.025,95052,535.772,-0.42511,701.335,0.0234,701.341,0.0161,701.341,3.3,701.342,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.6,1.05078,232.602,-0.0117188,-0.015625,232.603,0,-0.14,0,465.225,95052,535.772,-0.42511,701.386,0.0234,701.386,0.0169,701.387,3.3,701.393,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.7,1.04297,232.701,-0.015625,-0.0195312,232.708,0,-0.14,-0.07,465.425,95053,535.683,-0.514954,701.436,0.0234,701.437,0.0161,701.437,3.3,701.438,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.802,1.04297,232.802,-0.015625,-0.015625,232.803,0.14,-0.21,-0.07,465.626,95049,536.034,-0.163513,701.485,0.0234,701.486,0.0153,701.486,3.3,701.493,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.901,1.04688,232.902,-0.015625,-0.015625,232.902,0,-0.14,0,465.825,95054,535.595,-0.602112,701.537,0.0234,701.537,0.0153,701.538,3.3,701.538,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.04688,233.001,-0.015625,-0.015625,233.008,0,-0.21,-0.07,466.025,95052,535.772,-0.42511,701.585,0.0234,701.586,0.0153,701.586,3.3,701.587,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.101,1.04297,233.101,-0.015625,-0.015625,233.102,0,-0.14,0,466.225,95061,534.982,-1.21515,701.636,0.0234,701.637,0.0153,701.637,3.3,701.637,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.2,1.04297,233.202,-0.015625,-0.0117188,233.202,0.07,-0.07,-0.07,466.425,95050,535.947,-0.250732,701.686,0.0234,701.687,0.0153,701.687,3.3,701.687,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.3,1.04297,233.301,-0.015625,-0.015625,233.309,0,-0.14,-0.07,466.625,95054,535.595,-0.602112,701.736,0.0234,701.736,0.0153,701.736,3.3,701.737,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.401,1.05078,233.402,-0.015625,-0.015625,233.402,0,-0.21,-0.07,466.826,95050,535.947,-0.250732,701.785,0.0234,701.786,0.0153,701.786,3.3,701.786,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.5,1.03516,233.501,-0.015625,-0.015625,233.51,0.07,-0.14,-0.07,467.026,95046,536.296,0.0980835,701.836,0.0234,701.837,0.0153,701.837,3.3,701.837,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.6,1.04297,233.602,-0.015625,-0.015625,233.602,0.07,-0.14,0,467.225,95047,536.208,0.0108643,701.884,0.0242,701.884,0.0153,701.886,3.3,701.886,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.701,1.03516,233.702,-0.015625,-0.015625,233.702,-0.07,-0.14,0,467.425,95048,536.121,-0.0762939,701.934,0.0234,701.935,0.0153,701.935,3.3,701.935,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.8,1.05078,233.801,-0.015625,-0.015625,233.808,0.14,-0.07,0,467.625,95050,535.947,-0.250732,701.983,0.0234,701.984,0.0153,701.984,3.3,701.985,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.901,1.04688,233.902,-0.015625,-0.0117188,233.902,0,-0.14,-0.14,467.825,95048,536.121,-0.0762939,702.037,0.0234,702.037,0.0153,702.037,3.3,702.038,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.05469,234.002,-0.015625,-0.015625,234.002,0.14,-0.14,0,468.025,95055,535.508,-0.689331,702.086,0.0234,702.086,0.0153,702.088,3.3,702.088,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.101,1.03906,234.101,-0.015625,-0.015625,234.108,0,-0.21,-0.21,468.225,95048,536.121,-0.0762939,702.137,0.0234,702.137,0.0153,702.138,3.3,702.139,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.202,1.02734,234.202,-0.015625,-0.0117188,234.203,0.07,-0.14,-0.07,468.425,95047,536.208,0.0108643,702.186,0.0234,702.187,0.0161,702.187,3.3,702.188,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.301,1.02734,234.301,-0.0117188,-0.015625,234.308,0.07,-0.14,0,468.625,95054,535.595,-0.602112,702.235,0.0234,702.235,0.0153,702.236,3.3,702.236,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.4,1.04688,234.401,-0.015625,-0.015625,234.407,0,-0.14,-0.07,468.825,95053,535.683,-0.514954,702.285,0.0234,702.285,0.0153,702.286,3.3,702.286,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.5,1.04688,234.501,-0.015625,-0.015625,234.502,0.07,-0.14,-0.07,469.026,95053,535.683,-0.514954,702.332,0.0242,702.332,0.0153,702.333,3.3,702.334,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.601,1.05078,234.601,-0.0195312,-0.015625,234.602,0,-0.21,0,469.227,95048,536.121,-0.0762939,702.381,0.0234,702.382,0.0153,702.383,3.3,702.384,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.701,1.04688,234.702,-0.0117188,-0.015625,234.702,0.07,-0.14,-0.07,469.426,95047,536.208,0.0108643,702.43,0.0242,702.431,0.0161,702.432,3.3,702.433,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.8,1.04297,234.802,-0.015625,-0.015625,234.803,0.07,-0.07,0,469.627,95049,536.034,-0.163513,702.485,0.0242,702.481,0.0153,702.486,3.3,702.486,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.901,1.04688,234.901,-0.015625,-0.015625,234.902,0.07,-0.07,-0.14,469.826,95052,535.772,-0.42511,702.531,0.0242,702.532,0.0153,702.532,3.3,702.533,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.001,1.03906,235.002,-0.015625,-0.015625,235.002,0,-0.21,0,470.026,95054,535.595,-0.602112,702.581,0.0242,702.581,0.0153,702.582,3.3,702.588,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.1,1.05859,235.101,-0.015625,-0.015625,235.107,0.07,-0.14,-0.07,470.227,95055,535.508,-0.689331,702.634,0.0234,702.634,0.0153,702.634,3.3,702.635,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.201,1.05078,235.201,-0.015625,-0.015625,235.202,0,-0.14,0,470.428,95049,536.034,-0.163513,702.682,0.0234,702.682,0.0153,702.682,3.3,702.682,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.3,1.05469,235.307,-0.015625,-0.015625,235.308,0.07,-0.14,-0.07,470.626,95051,535.86,-0.337891,702.729,0.0234,702.73,0.0153,702.734,3.3,702.735,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.4,1.05078,235.402,-0.015625,-0.015625,235.403,0,-0.14,-0.14,470.826,95050,535.947,-0.250732,702.783,0.0242,702.783,0.0161,702.784,3.3,702.784,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.501,1.0625,235.501,-0.015625,-0.015625,235.502,0.07,-0.21,-0.14,471.027,95054,535.595,-0.602112,702.833,0.0242,702.833,0.0161,702.834,3.3,702.834,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.601,1.05078,235.602,-0.015625,-0.015625,235.602,0,-0.21,-0.14,471.236,95047,536.208,0.0108643,702.882,0.0234,702.882,0.0153,702.883,3.3,702.883,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.7,1.05078,235.702,-0.015625,-0.0195312,235.702,0,-0.14,-0.07,471.427,95052,535.772,-0.42511,702.929,0.0234,702.929,0.0153,702.93,3.3,702.931,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.801,1.05078,235.802,-0.015625,-0.015625,235.802,0,-0.14,-0.07,471.626,95051,535.86,-0.337891,702.98,0.0234,702.981,0.0153,702.981,3.3,702.982,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.902,1.03906,235.902,-0.015625,-0.0117188,235.903,0.07,-0.14,-0.07,471.826,95054,535.595,-0.602112,703.032,0.0234,703.033,0.0153,703.033,3.3,703.033,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.001,1.05859,236.001,-0.015625,-0.015625,236.002,0.07,-0.07,0,472.026,95049,536.034,-0.163513,703.081,0.0234,703.081,0.0153,703.081,3.3,703.081,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.101,1.04688,236.102,-0.015625,-0.015625,236.102,0,-0.28,0,472.226,95047,536.208,0.0108643,703.129,0.0234,703.13,0.0153,703.131,3.3,703.131,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.201,1.04688,236.201,-0.015625,-0.0117188,236.207,0.14,-0.14,0,472.426,95050,535.947,-0.250732,703.178,0.0242,703.179,0.0161,703.18,3.3,703.187,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.3,1.03906,236.301,-0.015625,-0.015625,236.308,0.07,-0.07,-0.07,472.626,95054,535.595,-0.602112,703.228,0.0242,703.229,0.0153,703.23,3.3,703.23,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.402,1.05078,236.403,-0.015625,-0.0117188,236.406,0,-0.07,0,472.826,95055,535.508,-0.689331,703.277,0.0242,703.278,0.0153,703.282,3.3,703.283,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.5,1.05078,236.508,-0.015625,-0.015625,236.508,0,-0.14,0,473.026,95051,535.86,-0.337891,703.327,0.0234,703.328,0.0169,703.339,3.3,703.33,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.601,1.03516,236.601,-0.015625,-0.015625,236.602,0,-0.14,-0.07,473.226,95050,535.947,-0.250732,703.38,0.0234,703.38,0.0161,703.381,3.3,703.381,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.7,1.03906,236.707,-0.015625,-0.0117188,236.707,0,-0.21,-0.07,473.426,95048,536.121,-0.0762939,703.43,0.0234,703.43,0.0161,703.433,3.3,703.433,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.802,1.03516,236.802,-0.015625,-0.015625,236.803,0,-0.07,0,473.629,95047,536.208,0.0108643,703.48,0.0234,703.48,0.0145,703.482,3.3,703.483,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.901,1.05078,236.902,-0.015625,-0.015625,236.903,0,-0.14,-0.21,473.827,95049,536.034,-0.163513,703.527,0.0234,703.528,0.0145,703.528,3.3,703.529,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1.04297,237.002,-0.015625,-0.015625,237.002,0,-0.14,-0.14,474.026,95051,535.86,-0.337891,703.582,0.0242,703.583,0.0153,703.583,3.3,703.584,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.1,1.04688,237.101,-0.015625,-0.015625,237.108,0.14,-0.14,-0.14,474.23,95050,535.947,-0.250732,703.626,0.025,703.627,0.0153,703.627,3.3,703.628,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.2,1.05078,237.201,-0.015625,-0.015625,237.202,0.07,-0.14,-0.07,474.426,95052,535.772,-0.42511,703.676,0.0242,703.676,0.0153,703.677,3.3,703.683,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.3,1.03906,237.301,-0.015625,-0.015625,237.309,0.14,-0.14,-0.07,474.626,95056,535.421,-0.77655,703.728,0.0242,703.728,0.0153,703.729,3.3,703.729,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.4,1.05078,237.401,-0.015625,-0.015625,237.402,0,-0.14,-0.07,474.826,95055,535.508,-0.689331,703.776,0.0242,703.776,0.0153,703.777,3.3,703.778,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.5,1.04297,237.501,-0.015625,-0.015625,237.503,0,-0.14,0,475.026,95050,535.947,-0.250732,703.826,0.0242,703.827,0.0153,703.827,3.3,703.828,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.601,1.05469,237.602,-0.015625,-0.015625,237.609,0,-0.14,-0.07,475.228,95049,536.034,-0.163513,703.88,0.0242,703.88,0.0153,703.881,3.3,703.881,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.702,1.05078,237.702,-0.015625,-0.015625,237.703,0,-0.07,-0.07,475.426,95051,535.86,-0.337891,703.927,0.0226,703.928,0.0153,703.93,3.3,703.931,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.801,1.05078,237.803,-0.015625,-0.015625,237.804,0,-0.14,-0.07,475.626,95049,536.034,-0.163513,703.979,0.0234,703.98,0.0153,703.98,3.3,703.98,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.902,1.03906,237.902,-0.015625,-0.0117188,237.908,0,-0.07,-0.07,475.827,95049,536.034,-0.163513,704.025,0.0234,704.026,0.0153,704.026,3.3,704.028,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.001,1.04688,238.003,-0.015625,-0.015625,238.004,0.07,-0.14,0,476.027,95052,535.772,-0.42511,704.08,0.0234,704.08,0.0153,704.081,3.3,704.081,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.102,1.04688,238.103,-0.015625,-0.015625,238.103,0,-0.21,-0.14,476.227,95052,535.772,-0.42511,704.127,0.0234,704.127,0.0161,704.127,3.3,704.13,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.203,1.04297,238.203,-0.015625,-0.015625,238.204,0.07,-0.14,0,476.427,95051,535.86,-0.337891,704.179,0.0234,704.179,0.0161,704.179,3.3,704.18,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.301,1.05078,238.302,-0.015625,-0.015625,238.304,0.14,-0.14,0,476.629,95049,536.034,-0.163513,704.225,0.0242,704.226,0.0161,704.226,3.3,704.226,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.401,1.04688,238.403,-0.015625,-0.015625,238.404,0.07,-0.21,-0.07,476.827,95053,535.683,-0.514954,704.274,0.0234,704.275,0.0161,704.276,3.3,704.277,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.503,1.03906,238.503,-0.015625,-0.015625,238.504,0,-0.14,0,477.027,95053,535.683,-0.514954,704.324,0.0234,704.325,0.0161,704.325,3.3,704.326,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.601,1.0625,238.602,-0.015625,-0.015625,238.609,0.07,-0.07,0,477.227,95052,535.772,-0.42511,704.376,0.0234,704.378,0.0161,704.378,3.3,704.378,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.701,1.03906,238.702,-0.015625,-0.015625,238.703,0,-0.21,-0.07,477.428,95049,536.034,-0.163513,704.428,0.0226,704.428,0.0161,704.429,3.3,704.429,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.802,1.04688,238.802,-0.015625,-0.015625,238.803,0.07,-0.14,0,477.628,95049,536.034,-0.163513,704.476,0.0226,704.476,0.0161,704.476,3.3,704.476,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.901,1.05469,238.903,-0.015625,-0.015625,238.904,0,-0.07,0,477.828,95051,535.86,-0.337891,704.524,0.0234,704.525,0.0161,704.525,3.3,704.527,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.001,1.04688,239.002,-0.0195312,-0.0117188,239.009,0.07,-0.07,-0.07,478.028,95054,535.595,-0.602112,704.573,0.0234,704.574,0.0153,704.575,3.3,704.575,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.101,1.05078,239.102,-0.015625,-0.015625,239.108,0,-0.14,-0.14,478.227,95050,535.947,-0.250732,704.623,0.0234,704.626,0.0153,704.626,3.3,704.626,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.201,1.03906,239.202,-0.015625,-0.015625,239.209,0,-0.07,-0.07,478.427,95050,535.947,-0.250732,704.674,0.0234,704.674,0.0153,704.674,3.3,704.674,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.302,1.05469,239.302,-0.015625,-0.015625,239.303,0,-0.14,-0.07,478.627,95051,535.86,-0.337891,704.722,0.0242,704.723,0.0153,704.723,3.3,704.724,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.402,1.04297,239.402,-0.015625,-0.015625,239.403,0.07,-0.14,-0.14,478.827,95051,535.86,-0.337891,704.777,0.0234,704.777,0.0161,704.778,3.3,704.778,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.502,1.03906,239.503,-0.015625,-0.015625,239.503,0.14,-0.14,-0.07,479.027,95049,536.034,-0.163513,704.825,0.0234,704.825,0.0161,704.825,3.3,704.826,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.601,1.04688,239.603,-0.015625,-0.015625,239.603,0,-0.14,0,479.228,95052,535.772,-0.42511,704.874,0.0234,704.875,0.0161,704.875,3.3,704.875,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.702,1.05078,239.702,-0.015625,-0.0117188,239.703,0.07,-0.14,-0.14,479.431,95051,535.86,-0.337891,704.924,0.0234,704.924,0.0161,704.925,3.3,704.925,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.801,1.03906,239.803,-0.015625,-0.015625,239.804,0,-0.07,0,479.628,95050,535.947,-0.250732,704.974,0.0234,704.975,0.0161,704.975,3.3,704.975,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.902,1.04297,239.903,-0.0195312,-0.015625,239.903,0,-0.14,-0.07,479.827,95051,535.86,-0.337891,705.022,0.0234,705.023,0.0161,705.023,3.3,705.023,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.001,1.04297,240.003,-0.015625,-0.015625,240.004,0,-0.07,0,480.028,95047,536.208,0.0108643,705.075,0.0234,705.075,0.0153,705.075,3.3,705.076,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.102,1.04688,240.102,-0.015625,-0.015625,240.109,0.07,-0.21,0,480.227,95048,536.121,-0.0762939,705.123,0.0234,705.123,0.0153,705.124,3.3,705.124,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.201,1.05078,240.203,-0.0195312,-0.015625,240.204,0.07,0,-0.07,480.427,95050,535.947,-0.250732,705.174,0.0234,705.174,0.0153,705.174,3.3,705.174,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.303,1.04688,240.303,-0.015625,-0.015625,240.304,0.07,-0.14,-0.07,480.627,95051,535.86,-0.337891,705.221,0.0234,705.222,0.0153,705.222,3.3,705.223,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.401,1.04688,240.404,-0.015625,-0.0117188,240.408,0,-0.14,0,480.827,95052,535.772,-0.42511,705.274,0.0234,705.275,0.0153,705.275,3.3,705.275,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.502,1.05859,240.503,-0.015625,-0.0117188,240.503,0,-0.14,0,481.027,95052,535.772,-0.42511,705.322,0.0234,705.322,0.0153,705.323,3.3,705.323,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.601,1.05078,240.603,-0.015625,-0.015625,240.603,0.07,-0.14,0,481.227,95049,536.034,-0.163513,705.374,0.0234,705.374,0.0153,705.374,3.3,705.374,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.703,1.05859,240.703,-0.015625,-0.015625,240.704,0.07,-0.14,0,481.427,95053,535.683,-0.514954,705.422,0.0242,705.423,0.0153,705.423,3.3,705.423,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.801,1.04688,240.803,-0.015625,-0.015625,240.804,0.07,-0.07,0,481.627,95052,535.772,-0.42511,705.471,0.0242,705.471,0.0161,705.472,3.3,705.472,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.901,1.05078,240.908,-0.015625,-0.015625,240.909,0,-0.14,-0.14,481.828,95046,536.296,0.0980835,705.523,0.0234,705.524,0.0161,705.525,3.3,705.525,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.001,1.04688,241.003,-0.015625,-0.015625,241.003,0,-0.14,0,482.027,95048,536.121,-0.0762939,705.572,0.0234,705.573,0.0161,705.573,3.3,705.574,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.101,1.05078,241.102,-0.015625,-0.015625,241.108,0.07,-0.07,-0.07,482.227,95047,536.208,0.0108643,705.619,0.0234,705.619,0.0161,705.62,3.3,705.621,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.202,1.04688,241.203,-0.015625,-0.015625,241.203,0,-0.21,0,482.427,95047,536.208,0.0108643,705.672,0.0234,705.672,0.0161,705.673,3.3,705.673,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.301,1.03516,241.303,-0.015625,-0.0195312,241.304,0,-0.21,0,482.627,95054,535.595,-0.602112,705.721,0.0234,705.721,0.0161,705.722,3.3,705.722,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.401,1.05859,241.403,-0.015625,-0.015625,241.403,0.07,-0.07,0,482.827,95051,535.86,-0.337891,705.773,0.0234,705.774,0.0161,705.774,3.3,705.774,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.502,1.05078,241.503,-0.015625,-0.015625,241.503,0,-0.07,0,483.027,95051,535.86,-0.337891,705.823,0.0234,705.824,0.0161,705.824,3.3,705.824,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.601,1.05078,241.603,-0.015625,-0.015625,241.603,0.07,-0.07,0,483.228,95051,535.86,-0.337891,705.867,0.0234,705.868,0.0153,705.871,3.3,705.872,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.702,1.05078,241.702,-0.015625,-0.0117188,241.703,0,-0.07,-0.07,483.428,95047,536.208,0.0108643,705.917,0.0234,705.918,0.0153,705.919,3.3,705.92,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.801,1.05078,241.803,-0.015625,-0.0117188,241.804,0,-0.14,0,483.629,95046,536.296,0.0980835,705.973,0.0234,705.973,0.0161,705.973,3.3,705.973,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.901,1.04297,241.904,-0.015625,-0.0195312,241.904,0,-0.14,0,483.828,95051,535.86,-0.337891,706.02,0.0234,706.021,0.0153,706.021,3.3,706.022,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
