time,lat,long,GPS MSL,SVs
708.726,35.34461,-117.81284,2094.5481,28
708.894,35.344609,-117.81282,2087.1702,28
709.085,35.344609,-117.81279,2079.803,27
709.292,35.344608,-117.81277,2072.5391,28
709.488,35.344608,-117.81274,2065.3191,28
709.733,35.344608,-117.81272,2058.135,28
709.9,35.344608,-117.8127,2050.9612,28
710.073,35.344608,-117.81268,2043.7781,28
710.278,35.344608,-117.81266,2036.6301,28
710.47,35.344608,-117.81264,2029.4832,28
710.711,35.344608,-117.81262,2022.3541,27
710.863,35.344608,-117.8126,2015.2861,27
711.053,35.344608,-117.81259,2008.3351,27
711.263,35.344609,-117.81257,2001.5781,27
711.46,35.344615,-117.81256,1994.691,28
711.696,35.344624,-117.81255,1987.264,28
711.859,35.344634,-117.81255,1979.4751,28
712.04,35.344644,-117.81254,1971.5691,28
712.24,35.344656,-117.81253,1963.6221,28
712.434,35.344671,-117.81253,1955.7161,28
712.677,35.344686,-117.81252,1947.4312,28
712.84,35.3447,-117.81251,1938.8062,28
713.02,35.344712,-117.8125,1930.233,28
713.221,35.344725,-117.81249,1921.7081,28
713.417,35.344736,-117.81249,1913.2371,28
713.642,35.344747,-117.81248,1905.1351,28
713.812,35.344757,-117.81246,1897.4331,28
714.009,35.344763,-117.81245,1889.9351,28
714.212,35.344768,-117.81242,1882.7631,28
714.403,35.344773,-117.8124,1875.7821,28
714.654,35.344779,-117.81238,1868.9441,28
714.813,35.344784,-117.81236,1862.212,28
714.999,35.34479,-117.81235,1855.4811,28
715.195,35.344795,-117.81233,1848.7361,28
715.381,35.3448,-117.81231,1842.0381,28
715.619,35.344806,-117.81229,1835.3301,28
715.791,35.344812,-117.81228,1828.5641,28
715.986,35.344819,-117.81226,1821.769,28
716.184,35.344826,-117.81225,1814.941,28
716.376,35.344834,-117.81224,1808.0551,28
716.623,35.344842,-117.81222,1801.1591,28
716.79,35.344849,-117.81221,1794.28,28
716.971,35.344857,-117.8122,1787.2771,27
717.171,35.344864,-117.81219,1780.0011,27
717.36,35.344871,-117.81218,1772.4751,27
717.596,35.344876,-117.81217,1764.8981,27
717.761,35.344885,-117.81217,1756.9321,27
717.956,35.344894,-117.81216,1748.3091,28
718.156,35.344901,-117.81216,1739.608,28
718.345,35.344908,-117.81216,1731.0181,28
718.601,35.344916,-117.81215,1722.4921,28
718.765,35.344923,-117.81215,1714.0651,28
718.947,35.344928,-117.81215,1705.7441,28
719.145,35.344934,-117.81215,1697.598,28
719.338,35.344942,-117.81214,1689.613,28
719.568,35.344949,-117.81214,1681.7511,28
719.733,35.344954,-117.81212,1673.8191,28
719.93,35.344959,-117.81211,1665.65,28
720.124,35.344966,-117.8121,1657.4761,28
720.323,35.344972,-117.81209,1649.5311,28
720.555,35.344977,-117.81207,1641.8561,28
720.719,35.344982,-117.81206,1634.3071,28
720.915,35.344989,-117.81205,1626.895,28
721.121,35.344995,-117.81204,1619.6681,28
721.31,35.344999,-117.81203,1612.5111,28
721.552,35.345003,-117.81201,1605.358,28
721.721,35.345004,-117.812,1598.3241,28
721.908,35.345004,-117.81199,1591.3801,28
722.107,35.345005,-117.81198,1584.5171,28
722.302,35.345005,-117.81197,1577.702,28
722.535,35.345006,-117.81196,1571.0021,28
722.697,35.345006,-117.81195,1564.4041,28
722.894,35.345008,-117.81194,1557.8561,28
723.093,35.345008,-117.81193,1551.3021,28
723.289,35.345007,-117.81193,1544.8101,28
723.534,35.345007,-117.81193,1538.4441,28
723.69,35.345007,-117.81192,1532.1171,28
723.88,35.345007,-117.81192,1525.7501,28
724.073,35.345008,-117.81192,1519.3191,28
724.269,35.345009,-117.81192,1512.8671,28
724.496,35.34501,-117.81192,1506.353,28
724.666,35.345011,-117.81192,1499.7101,28
724.861,35.345012,-117.81192,1492.895,27
725.049,35.345013,-117.81192,1485.989,27
725.251,35.345014,-117.81192,1479.0311,27
725.497,35.345014,-117.81191,1472.036,27
725.662,35.345014,-117.81192,1465.0631,27
725.846,35.345016,-117.81192,1458.181,27
726.036,35.345019,-117.81192,1451.2411,28
726.24,35.345024,-117.81191,1444.2581,28
726.473,35.345029,-117.81191,1437.3081,27
726.638,35.345034,-117.81192,1430.321,27
726.829,35.345038,-117.81192,1423.432,27
727.015,35.345041,-117.81192,1416.6331,27
727.226,35.345044,-117.81193,1409.858,28
727.457,35.345048,-117.81193,1403.0941,28
727.629,35.345054,-117.81193,1396.3671,28
727.818,35.345061,-117.81193,1389.5861,28
728.008,35.345069,-117.81193,1382.8101,28
728.214,35.345076,-117.81193,1375.9031,28
728.437,35.345083,-117.81193,1368.9771,28
728.605,35.345091,-117.81193,1362.3961,28
728.797,35.345099,-117.81193,1357.0471,28
728.991,35.345107,-117.81192,1353.6101,27
729.188,35.345117,-117.8119,1351.369,27
729.401,35.345127,-117.81187,1347.5431,27
729.581,35.345134,-117.81185,1342.6051,27
729.782,35.345139,-117.81183,1338.5551,27
729.976,35.345141,-117.81183,1334.3931,27
730.174,35.345142,-117.81184,1330.4341,28
730.393,35.345145,-117.81186,1326.6691,26
730.572,35.345146,-117.81187,1323.2871,28
730.772,35.345146,-117.81188,1320.3511,28
730.971,35.345148,-117.8119,1317.5181,28
731.165,35.345148,-117.81191,1314.546,28
731.379,35.345146,-117.81192,1310.567,28
731.562,35.345145,-117.81194,1305.8441,28
731.76,35.345146,-117.81194,1301.504,28
731.962,35.345147,-117.81195,1297.3441,28
732.157,35.345149,-117.81196,1293.26,28
732.379,35.345152,-117.81196,1289.2971,28
732.55,35.345155,-117.81196,1284.9611,28
732.745,35.345156,-117.81196,1280.0961,28
732.954,35.345157,-117.81195,1275.222,28
733.143,35.345159,-117.81194,1270.7771,28
733.369,35.345161,-117.81194,1266.8811,28
733.541,35.345162,-117.81193,1263.02,28
733.732,35.345162,-117.81193,1258.597,28
733.929,35.345163,-117.81192,1253.749,28
734.126,35.345161,-117.81192,1249.026,28
734.384,35.34516,-117.81192,1244.875,28
734.548,35.34516,-117.81192,1240.484,28
734.727,35.345161,-117.81192,1235.7671,28
734.933,35.345161,-117.81192,1231.2561,28
735.128,35.345161,-117.81192,1226.9911,28
735.377,35.345162,-117.81193,1222.8251,28
735.538,35.345162,-117.81193,1218.6841,28
735.705,35.345162,-117.81193,1214.368,28
735.92,35.345165,-117.81193,1209.5631,28
736.11,35.345169,-117.81193,1204.8131,28
736.346,35.345172,-117.81194,1200.5371,28
736.515,35.345176,-117.81194,1196.421,28
736.696,35.34518,-117.81195,1192.088,28
736.905,35.345183,-117.81195,1187.567,28
737.1,35.345187,-117.81195,1182.843,28
737.354,35.34519,-117.81195,1178.1571,28
737.518,35.345194,-117.81195,1173.7831,28
737.685,35.345197,-117.81195,1169.5291,28
737.885,35.345198,-117.81195,1165.1051,28
738.077,35.345199,-117.81195,1160.7421,28
738.321,35.345198,-117.81195,1156.696,28
738.483,35.345198,-117.81195,1152.7061,28
738.684,35.345198,-117.81194,1148.5641,28
738.872,35.345198,-117.81194,1144.317,28
739.058,35.345197,-117.81194,1139.989,28
739.313,35.345195,-117.81194,1135.6481,28
739.476,35.345193,-117.81194,1131.5,28
739.659,35.345191,-117.81194,1127.5081,28
739.863,35.34519,-117.81194,1123.3091,28
740.045,35.345189,-117.81194,1118.6831,28
740.303,35.345189,-117.81194,1113.8871,28
740.465,35.345189,-117.81195,1109.1411,28
740.648,35.345188,-117.81195,1104.6571,28
740.842,35.345186,-117.81195,1100.452,28
741.032,35.345186,-117.81195,1096.1061,28
741.283,35.345187,-117.81195,1091.427,28
741.449,35.345187,-117.81195,1086.6581,28
741.639,35.345187,-117.81196,1081.8391,28
741.832,35.345186,-117.81196,1076.9921,28
742.022,35.345186,-117.81196,1072.275,28
742.28,35.345185,-117.81196,1067.545,28
742.444,35.345186,-117.81197,1062.8151,28
742.621,35.345188,-117.81197,1058.05,28
742.818,35.345189,-117.81197,1053.2261,28
743.012,35.345188,-117.81197,1048.38,28
743.25,35.345187,-117.81197,1043.576,28
743.412,35.345186,-117.81198,1038.827,28
743.605,35.345186,-117.81198,1034.177,28
743.804,35.345187,-117.81198,1029.672,28
743.998,35.345186,-117.81198,1025.248,28
744.236,35.345186,-117.81199,1020.8461,28
744.402,35.345185,-117.81199,1016.4,28
744.589,35.345186,-117.81199,1011.947,28
744.788,35.345187,-117.81199,1007.486,28
744.984,35.345188,-117.812,1003.001,28
745.222,35.345189,-117.812,998.57104,28
745.386,35.34519,-117.812,994.24304,28
745.576,35.345191,-117.812,990.04706,28
745.771,35.345194,-117.812,985.88104,28
745.968,35.345196,-117.81201,981.49207,28
746.199,35.345197,-117.81201,976.87604,28
746.361,35.345197,-117.81201,972.15906,28
746.558,35.345198,-117.81201,967.43103,28
746.76,35.3452,-117.81201,962.77203,28
746.96,35.345201,-117.812,958.15503,28
747.196,35.3452,-117.812,953.28406,28
747.359,35.345197,-117.812,948.26703,28
747.547,35.345195,-117.812,943.49207,28
747.743,35.345194,-117.812,939.11407,28
747.942,35.345192,-117.812,934.64203,28
748.166,35.345188,-117.812,930.09106,28
748.328,35.345183,-117.812,925.88403,28
748.527,35.345179,-117.812,922.10107,28
748.722,35.345175,-117.81201,918.01404,28
748.929,35.345173,-117.81201,913.44305,28
749.161,35.345172,-117.81201,908.58405,28
749.325,35.34517,-117.81201,903.81104,28
749.518,35.345168,-117.81201,899.13306,28
749.705,35.345166,-117.81201,894.58704,28
749.913,35.345166,-117.81202,890.12006,28
750.138,35.345169,-117.81202,885.56104,28
750.307,35.345174,-117.81202,881.18805,28
750.504,35.345178,-117.81202,877.10803,28
750.69,35.345182,-117.81202,873.08502,28
750.893,35.345186,-117.81202,868.73303,28
751.121,35.345189,-117.81202,864.13306,28
751.287,35.345191,-117.81202,859.44403,28
751.488,35.345193,-117.81202,854.69507,27
751.674,35.345194,-117.81202,850.05603,27
751.877,35.345196,-117.81201,845.52502,27
752.099,35.345197,-117.81201,840.92004,27
752.277,35.345196,-117.81201,836.17401,26
752.475,35.345195,-117.81201,831.27802,25
752.665,35.345193,-117.81201,826.35706,27
752.869,35.345191,-117.812,821.44006,27
753.094,35.345188,-117.812,816.59906,27
753.259,35.345185,-117.812,811.63403,27
753.462,35.345184,-117.812,806.57104,28
753.659,35.345182,-117.812,801.77203,28
753.856,35.34518,-117.812,797.21802,28
754.083,35.345179,-117.812,792.79102,28
754.256,35.345179,-117.812,788.12201,28
754.449,35.345181,-117.812,783.35004,28
754.646,35.345182,-117.812,779.00201,27
754.844,35.345181,-117.812,775.00104,28
755.061,35.34518,-117.812,771.09302,28
755.238,35.345181,-117.812,766.92902,28
755.438,35.345182,-117.812,762.60406,28
755.636,35.345183,-117.812,758.24805,28
755.836,35.345183,-117.812,753.95801,28
756.063,35.345182,-117.812,749.62701,28
756.225,35.345182,-117.812,745.03802,28
756.418,35.345183,-117.812,740.21704,28
756.612,35.345185,-117.812,735.45203,28
756.808,35.345187,-117.812,731.06903,28
757.035,35.345189,-117.812,726.94604,28
757.205,35.345192,-117.812,722.74701,28
757.4,35.345195,-117.812,718.48303,28
757.6,35.345197,-117.81199,714.40802,28
757.798,35.345199,-117.81199,710.42401,28
758.028,35.3452,-117.81198,706.40204,28
758.192,35.345201,-117.81198,702.16602,28
758.382,35.345203,-117.81197,697.62805,28
758.584,35.345204,-117.81197,693.14301,28
758.781,35.345207,-117.81197,688.755,28
759.007,35.345207,-117.81197,684.52002,28
759.177,35.345207,-117.81197,680.24005,28
759.363,35.345206,-117.81197,675.76605,28
759.567,35.345205,-117.81197,671.24902,28
759.768,35.345205,-117.81196,666.62305,28
759.999,35.345204,-117.81196,661.99805,28
760.164,35.345203,-117.81196,657.49805,28
760.349,35.345202,-117.81196,653.06805,28
760.553,35.345199,-117.81195,648.56604,28
760.752,35.345196,-117.81195,643.94904,28
760.981,35.345193,-117.81194,639.11804,28
761.155,35.34519,-117.81194,634.22601,28
761.336,35.34519,-117.81194,629.50403,28
761.543,35.345194,-117.81194,624.81201,28
761.732,35.3452,-117.81194,620.65002,28
761.969,35.345203,-117.81195,617.10303,28
762.128,35.345203,-117.81195,613.737,28
762.321,35.345202,-117.81195,612.20801,28
762.521,35.345202,-117.81195,611.75,27
762.719,35.345202,-117.81195,611.73602,27
762.957,35.345202,-117.81195,611.91803,27
763.119,35.345202,-117.81195,611.89905,27
763.319,35.345202,-117.81195,611.94702,27
763.514,35.345202,-117.81195,611.98102,27
763.705,35.345203,-117.81195,612.03503,27
763.942,35.345203,-117.81195,612.091,27
764.114,35.345203,-117.81195,612.15302,28
764.303,35.345203,-117.81195,612.19604,28
764.499,35.345203,-117.81195,612.25201,28
764.679,35.345203,-117.81195,612.30304,28
764.918,35.345203,-117.81195,612.362,28
765.083,35.345203,-117.81195,612.42102,28
765.281,35.345203,-117.81195,612.50104,28
765.478,35.345203,-117.81195,612.57904,28
765.667,35.345203,-117.81195,612.64105,28
765.915,35.345203,-117.81195,612.68701,28
766.078,35.345204,-117.81195,612.72504,28
766.267,35.345204,-117.81195,612.76105,28
766.465,35.345204,-117.81195,612.79303,28
766.656,35.345204,-117.81195,612.82202,28
766.902,35.345204,-117.81195,612.84204,28
767.067,35.345204,-117.81195,612.862,28
767.254,35.345204,-117.81195,612.88104,28
767.45,35.345204,-117.81195,612.91803,28
767.642,35.345204,-117.81195,612.95404,28
767.876,35.345204,-117.81195,612.99304,28
768.041,35.345204,-117.81195,613.03601,28
768.236,35.345204,-117.81195,613.07703,28
768.438,35.345204,-117.81195,613.09204,28
768.632,35.345204,-117.81195,613.09601,28
768.874,35.345204,-117.81195,613.11603,28
769.034,35.345204,-117.81195,613.13904,28
769.221,35.345204,-117.81195,613.14606,28
769.416,35.345204,-117.81195,613.16803,28
769.615,35.345204,-117.81195,613.18103,28
769.852,35.345204,-117.81195,613.19104,28
770.016,35.345204,-117.81195,613.20703,28
770.199,35.345204,-117.81195,613.21802,28
770.398,35.345204,-117.81195,613.23804,28
770.591,35.345205,-117.81195,613.24402,28
770.826,35.345205,-117.81195,613.24506,28
770.988,35.345205,-117.81195,613.25104,28
771.18,35.345205,-117.81195,613.26501,28
771.384,35.345205,-117.81195,613.28503,28
771.573,35.345205,-117.81195,613.29004,28
771.809,35.345205,-117.81195,613.30103,28
771.982,35.345205,-117.81195,613.30701,28
772.168,35.345205,-117.81195,613.315,28
772.358,35.345205,-117.81195,613.32404,28
772.558,35.345205,-117.81195,613.33301,28
772.802,35.345205,-117.81195,613.35303,28
772.971,35.345205,-117.81195,613.36804,28
773.156,35.345205,-117.81195,613.38202,28
773.346,35.345205,-117.81195,613.39502,28
773.548,35.345205,-117.81195,613.41302,28
773.773,35.345205,-117.81195,613.43506,28
773.941,35.345205,-117.81195,613.45203,28
774.134,35.345205,-117.81195,613.46405,28
774.324,35.345205,-117.81195,613.47601,28
774.529,35.345205,-117.81195,613.48401,28
774.763,35.345205,-117.81195,613.50702,28
774.93,35.345205,-117.81195,613.51904,28
775.12,35.345205,-117.81195,613.52704,28
775.311,35.345205,-117.81195,613.54102,28
775.518,35.345205,-117.81195,613.55304,28
775.746,35.345205,-117.81195,613.56702,28
775.912,35.345205,-117.81195,613.57306,28
776.111,35.345205,-117.81195,613.57703,28
776.304,35.345205,-117.81195,613.58301,28
776.505,35.345205,-117.81195,613.58502,28
776.725,35.345205,-117.81195,613.58801,28
776.897,35.345205,-117.81195,613.59601,28
777.093,35.345205,-117.81195,613.604,28
777.293,35.345205,-117.81195,613.60901,28
777.49,35.345205,-117.81195,613.62006,28
777.712,35.345205,-117.81194,613.62201,28
777.885,35.345205,-117.81194,613.61902,28
778.085,35.345205,-117.81194,613.62305,28
778.28,35.345205,-117.81194,613.62701,28
778.48,35.345205,-117.81194,613.62701,28
778.698,35.345205,-117.81194,613.63202,28
778.875,35.345205,-117.81194,613.63702,28
779.069,35.345205,-117.81194,613.64105,28
779.271,35.345205,-117.81194,613.65002,28
779.467,35.345205,-117.81194,613.65601,28
779.683,35.345205,-117.81194,613.66205,28
779.861,35.345205,-117.81194,613.66602,28
780.063,35.345205,-117.81194,613.67902,28
780.262,35.345205,-117.81194,613.68903,28
